"Id","Name","ImportStatus__c","ResolvedAccount__c","ResolvedContract__c","ResolvedContractPeriod__c","CreatedInvoice__c","ValidationMessage__c"
"a0FRB00000WicaO2AR","MFIW-000169","要確認","001RB00001br9KVYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WicaP2AR","MFIW-000170","要確認","001RB00001VTqaKYAT","a04RB00000kUAPnYAO","a0BRB00000ynn5f2AA","a00RB000027fzNlYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI Basicプラン」の商品マスタを確認してください。"
"a0FRB00000Wj59D2AR","MFIW-000271","要確認","001RB00001br9KVYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Wj59E2AR","MFIW-000272","要確認","001RB00001VTqaKYAT","a04RB00000kUAPnYAO","a0BRB00000ynn5f2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjSKM2A3","MFIW-000222","要確認","001RB00001br9KTYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjSKP2A3","MFIW-000225","要確認","001RB00001br9KVYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjSKQ2A3","MFIW-000226","要確認","001RB00001VTqaKYAT","a04RB00000kUAPnYAO","a0BRB00000ynn5f2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqSO52AN","MFIW-000418","要確認","001RB00001VTqaKYAT","a04RB00000kUAPnYAO","a0BRB00000ynn5f2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
