"Id","Name","InvoiceWork__c","WorkName","WorkStatus","Description__c","Quantity__c","UnitPrice__c","LineAmount__c","SuggestedProductMaster__c","ConfirmedProductMaster__c","ProductResolveStatus__c","ImportStatus__c","CreatedInvoiceLine__c","CreatedInvoiceLineProduct","ResolveMessage__c"
"a0ERB00000OjnWm2AJ","MFILW-000265","a0FRB00000WicaO2AR","MFIW-000169","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,,"Matched by unit price."
"a0ERB00000OjnWn2AJ","MFILW-000266","a0FRB00000WicaP2AR","MFIW-000170","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfdYAH","a0CRB0000CcXZ6T2QW","Matched by unit price."
"a0ERB00000OjwBm2AJ","MFILW-000321","a0FRB00000WjSKM2A3","MFIW-000222","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,,"Matched by unit price and product name."
"a0ERB00000OjwBp2AJ","MFILW-000324","a0FRB00000WjSKP2A3","MFIW-000225","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,,"Matched by unit price and product name."
"a0ERB00000OjwBq2AJ","MFILW-000325","a0FRB00000WjSKQ2A3","MFIW-000226","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,,"Matched by unit price and product name."
"a0ERB00000OjzO52AJ","MFILW-000373","a0FRB00000Wj59D2AR","MFIW-000271","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,,"Matched by unit price and product name."
"a0ERB00000OjzO62AJ","MFILW-000374","a0FRB00000Wj59E2AR","MFIW-000272","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,,"Matched by unit price and product name."
"a0ERB00000PIXwq2AH","MFILW-000554","a0FRB00000YqSO52AN","MFIW-000418","要確認","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,,"Matched by unit price and product name."
