Id,Name,MasterContract__c,ContractYearMonth__c,Plan__c,PeopleNumber__c,RevenueAmount__c,ProductMaster__c,ProductMaster__r.Name
a03RB00001RIRF8YAP,三菱地所株式会社(DX推進部)_2026/06,a04RB00000kUAOVYA4,2026/06,Pro,2,16000,,
a03RB00001Nswf7YAB,三菱地所株式会社(DX推進部)_2026/05,a04RB00000kUAOVYA4,2026/05,Pro,2,,,
a03RB00001Nswf6YAB,三菱地所株式会社(DX推進部)_2026/04,a04RB00000kUAOVYA4,2026/04,Pro,2,,,
a03RB00001Nswf5YAB,三菱地所株式会社(DX推進部)_2026/03,a04RB00000kUAOVYA4,2026/03,Pro,2,,,
a03RB00001Nswf4YAB,三菱地所株式会社(DX推進部)_2026/02,a04RB00000kUAOVYA4,2026/02,Pro,2,,,
a03RB00001Nswf3YAB,三菱地所株式会社(DX推進部)_2026/01,a04RB00000kUAOVYA4,2026/01,Pro,2,,,
a03RB00001Nswf2YAB,三菱地所株式会社(DX推進部)_2025/12,a04RB00000kUAOVYA4,2025/12,Pro,2,,,
a03RB00001Nswf1YAB,三菱地所株式会社(DX推進部)_2025/11,a04RB00000kUAOVYA4,2025/11,Pro,2,,,
a03RB00001Nswf0YAB,三菱地所株式会社(DX推進部)_2025/10,a04RB00000kUAOVYA4,2025/10,Pro,2,,,
a03RB00001NswfVYAR,株式会社コスモスイニシア 建築本部_2027/03,a04RB00000kUAOXYA4,2027/03,EN,7,,,
a03RB00001NswfUYAR,株式会社コスモスイニシア 建築本部_2027/02,a04RB00000kUAOXYA4,2027/02,EN,7,,,
a03RB00001NswfTYAR,株式会社コスモスイニシア 建築本部_2027/01,a04RB00000kUAOXYA4,2027/01,EN,7,,,
a03RB00001NswfSYAR,株式会社コスモスイニシア 建築本部_2026/12,a04RB00000kUAOXYA4,2026/12,EN,7,,,
a03RB00001NswfRYAR,株式会社コスモスイニシア 建築本部_2026/11,a04RB00000kUAOXYA4,2026/11,EN,7,,,
a03RB00001NswfQYAR,株式会社コスモスイニシア 建築本部_2026/10,a04RB00000kUAOXYA4,2026/10,EN,7,,,
a03RB00001NswfPYAR,株式会社コスモスイニシア 建築本部_2026/09,a04RB00000kUAOXYA4,2026/09,EN,7,,,
a03RB00001NswfOYAR,株式会社コスモスイニシア 建築本部_2026/08,a04RB00000kUAOXYA4,2026/08,EN,7,,,
a03RB00001NswfNYAR,株式会社コスモスイニシア 建築本部_2026/07,a04RB00000kUAOXYA4,2026/07,EN,7,,,
a03RB00001NswfMYAR,株式会社コスモスイニシア 建築本部_2026/06,a04RB00000kUAOXYA4,2026/06,EN,7,,,
a03RB00001NswfLYAR,株式会社コスモスイニシア 建築本部_2026/05,a04RB00000kUAOXYA4,2026/05,EN,7,,,
a03RB00001NswfKYAR,株式会社コスモスイニシア 建築本部_2026/04,a04RB00000kUAOXYA4,2026/04,EN,7,,,
a03RB00001NswfJYAR,株式会社コスモスイニシア 建築本部_2026/03,a04RB00000kUAOXYA4,2026/03,EN,7,,,
a03RB00001NswfIYAR,株式会社コスモスイニシア 建築本部_2026/02,a04RB00000kUAOXYA4,2026/02,EN,7,,,
a03RB00001NswfHYAR,株式会社コスモスイニシア 建築本部_2026/01,a04RB00000kUAOXYA4,2026/01,EN,7,,,
a03RB00001NswfGYAR,株式会社コスモスイニシア 建築本部_2025/12,a04RB00000kUAOXYA4,2025/12,EN,7,,,
a03RB00001NswfFYAR,株式会社コスモスイニシア 建築本部_2025/11,a04RB00000kUAOXYA4,2025/11,EN,7,,,
a03RB00001NswfEYAR,株式会社コスモスイニシア 建築本部_2025/10,a04RB00000kUAOXYA4,2025/10,EN,7,,,
a03RB00001NswfhYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2027/03,a04RB00000kUAOYYA4,2027/03,EN,1,,,
a03RB00001NswfgYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2027/02,a04RB00000kUAOYYA4,2027/02,EN,1,,,
a03RB00001NswffYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2027/01,a04RB00000kUAOYYA4,2027/01,EN,1,,,
a03RB00001NswfeYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/12,a04RB00000kUAOYYA4,2026/12,EN,1,,,
a03RB00001NswfdYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/11,a04RB00000kUAOYYA4,2026/11,EN,1,,,
a03RB00001NswfcYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/10,a04RB00000kUAOYYA4,2026/10,EN,1,,,
a03RB00001NswfbYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/09,a04RB00000kUAOYYA4,2026/09,EN,1,,,
a03RB00001NswfaYAB,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/08,a04RB00000kUAOYYA4,2026/08,EN,1,,,
a03RB00001NswfZYAR,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/07,a04RB00000kUAOYYA4,2026/07,EN,1,,,
a03RB00001NswfYYAR,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/06,a04RB00000kUAOYYA4,2026/06,EN,1,,,
a03RB00001NswfXYAR,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/05,a04RB00000kUAOYYA4,2026/05,EN,1,,,
a03RB00001NswfWYAR,株式会社コスモスイニシア 建築本部(セキュリティオプション年払い）_2026/04,a04RB00000kUAOYYA4,2026/04,EN,1,,,
a03RB00001NswfzYAB,株式会社コスモスイニシア 事業本部（流通事業）_2027/03,a04RB00000kUAOZYA4,2027/03,EN,3,,,
a03RB00001NswfyYAB,株式会社コスモスイニシア 事業本部（流通事業）_2027/02,a04RB00000kUAOZYA4,2027/02,EN,3,,,
a03RB00001NswfxYAB,株式会社コスモスイニシア 事業本部（流通事業）_2027/01,a04RB00000kUAOZYA4,2027/01,EN,3,,,
a03RB00001NswfwYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/12,a04RB00000kUAOZYA4,2026/12,EN,3,,,
a03RB00001NswfvYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/11,a04RB00000kUAOZYA4,2026/11,EN,3,,,
a03RB00001NswfuYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/10,a04RB00000kUAOZYA4,2026/10,EN,3,,,
a03RB00001NswftYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/09,a04RB00000kUAOZYA4,2026/09,EN,3,,,
a03RB00001NswfsYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/08,a04RB00000kUAOZYA4,2026/08,EN,3,,,
a03RB00001NswfrYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/07,a04RB00000kUAOZYA4,2026/07,EN,3,,,
a03RB00001NswfqYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/06,a04RB00000kUAOZYA4,2026/06,EN,3,,,
a03RB00001NswfpYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/05,a04RB00000kUAOZYA4,2026/05,EN,3,,,
a03RB00001NswfoYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/04,a04RB00000kUAOZYA4,2026/04,EN,3,,,
a03RB00001NswfnYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/03,a04RB00000kUAOZYA4,2026/03,EN,3,,,
a03RB00001NswfmYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/02,a04RB00000kUAOZYA4,2026/02,EN,3,,,
a03RB00001NswflYAB,株式会社コスモスイニシア 事業本部（流通事業）_2026/01,a04RB00000kUAOZYA4,2026/01,EN,3,,,
a03RB00001NswfkYAB,株式会社コスモスイニシア 事業本部（流通事業）_2025/12,a04RB00000kUAOZYA4,2025/12,EN,3,,,
a03RB00001NswfjYAB,株式会社コスモスイニシア 事業本部（流通事業）_2025/11,a04RB00000kUAOZYA4,2025/11,EN,3,,,
a03RB00001NswfiYAB,株式会社コスモスイニシア 事業本部（流通事業）_2025/10,a04RB00000kUAOZYA4,2025/10,EN,3,,,
a03RB00001NswgBYAR,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2027/03,a04RB00000kUAOaYAO,2027/03,EN,1,,,
a03RB00001NswgAYAR,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2027/02,a04RB00000kUAOaYAO,2027/02,EN,1,,,
a03RB00001Nswg9YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2027/01,a04RB00000kUAOaYAO,2027/01,EN,1,,,
a03RB00001Nswg8YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/12,a04RB00000kUAOaYAO,2026/12,EN,1,,,
a03RB00001Nswg7YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/11,a04RB00000kUAOaYAO,2026/11,EN,1,,,
a03RB00001Nswg6YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/10,a04RB00000kUAOaYAO,2026/10,EN,1,,,
a03RB00001Nswg5YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/09,a04RB00000kUAOaYAO,2026/09,EN,1,,,
a03RB00001Nswg4YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/08,a04RB00000kUAOaYAO,2026/08,EN,1,,,
a03RB00001Nswg3YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/07,a04RB00000kUAOaYAO,2026/07,EN,1,,,
a03RB00001Nswg2YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/06,a04RB00000kUAOaYAO,2026/06,EN,1,,,
a03RB00001Nswg1YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/05,a04RB00000kUAOaYAO,2026/05,EN,1,,,
a03RB00001Nswg0YAB,株式会社コスモスイニシア 流通事業部(セキュリティオプション年払い）_2026/04,a04RB00000kUAOaYAO,2026/04,EN,1,,,
a03RB00001STmHEYA1,生和コーポレーション株式会社_2026/08,a04RB00000kUAOdYAO,2026/08,Pro,1,8000,,
a03RB00001RcABoYAN,生和コーポレーション株式会社_2026/07,a04RB00000kUAOdYAO,2026/07,Pro,1,8000,,
a03RB00001RIRF9YAP,生和コーポレーション株式会社_2026/06,a04RB00000kUAOdYAO,2026/06,Pro,1,8000,,
a03RB00001NswgXYAR,生和コーポレーション株式会社_2026/04,a04RB00000kUAOdYAO,2026/04,Pro,1,,,
a03RB00001NswgWYAR,生和コーポレーション株式会社_2026/03,a04RB00000kUAOdYAO,2026/03,Pro,1,,,
a03RB00001NswgVYAR,生和コーポレーション株式会社_2026/02,a04RB00000kUAOdYAO,2026/02,Pro,1,,,
a03RB00001NswgUYAR,生和コーポレーション株式会社_2026/01,a04RB00000kUAOdYAO,2026/01,Pro,1,,,
a03RB00001NswgTYAR,生和コーポレーション株式会社_2025/12,a04RB00000kUAOdYAO,2025/12,Pro,1,,,
a03RB00001NswgSYAR,生和コーポレーション株式会社_2025/11,a04RB00000kUAOdYAO,2025/11,Pro,1,,,
a03RB00001Nswh4YAB,大東建託株式会社 商品開発部_2026/12,a04RB00000kUAOiYAO,2026/12,Pro,3,,,
a03RB00001Nswh3YAB,大東建託株式会社 商品開発部_2026/11,a04RB00000kUAOiYAO,2026/11,Pro,3,,,
a03RB00001Nswh2YAB,大東建託株式会社 商品開発部_2026/10,a04RB00000kUAOiYAO,2026/10,Pro,3,,,
a03RB00001Nswh1YAB,大東建託株式会社 商品開発部_2026/09,a04RB00000kUAOiYAO,2026/09,Pro,3,,,
a03RB00001Nswh0YAB,大東建託株式会社 商品開発部_2026/08,a04RB00000kUAOiYAO,2026/08,Pro,3,,,
a03RB00001NswgzYAB,大東建託株式会社 商品開発部_2026/07,a04RB00000kUAOiYAO,2026/07,Pro,3,,,
a03RB00001NswgyYAB,大東建託株式会社 商品開発部_2026/06,a04RB00000kUAOiYAO,2026/06,Pro,3,,,
a03RB00001NswgxYAB,大東建託株式会社 商品開発部_2026/05,a04RB00000kUAOiYAO,2026/05,Pro,3,,,
a03RB00001NswgwYAB,大東建託株式会社 商品開発部_2026/04,a04RB00000kUAOiYAO,2026/04,Pro,3,,,
a03RB00001NswgvYAB,大東建託株式会社 商品開発部_2026/03,a04RB00000kUAOiYAO,2026/03,Pro,3,,,
a03RB00001NswguYAB,大東建託株式会社 商品開発部_2026/02,a04RB00000kUAOiYAO,2026/02,Pro,3,,,
a03RB00001NswgtYAB,大東建託株式会社 商品開発部_2026/01,a04RB00000kUAOiYAO,2026/01,Pro,,,,
a03RB00001NswhhYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2027/03,a04RB00000kUAOlYAO,2027/03,EN,5,,,
a03RB00001NswhgYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2027/02,a04RB00000kUAOlYAO,2027/02,EN,5,,,
a03RB00001NswhfYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2027/01,a04RB00000kUAOlYAO,2027/01,EN,5,,,
a03RB00001NswheYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/12,a04RB00000kUAOlYAO,2026/12,EN,5,,,
a03RB00001NswhdYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/11,a04RB00000kUAOlYAO,2026/11,EN,5,,,
a03RB00001NswhcYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/10,a04RB00000kUAOlYAO,2026/10,EN,5,,,
a03RB00001NswhbYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/09,a04RB00000kUAOlYAO,2026/09,EN,5,,,
a03RB00001NswhaYAB,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/08,a04RB00000kUAOlYAO,2026/08,EN,5,,,
a03RB00001NswhZYAR,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/07,a04RB00000kUAOlYAO,2026/07,EN,5,,,
a03RB00001NswhYYAR,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/06,a04RB00000kUAOlYAO,2026/06,EN,5,,,
a03RB00001NswhXYAR,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/05,a04RB00000kUAOlYAO,2026/05,EN,5,,,
a03RB00001NswhWYAR,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/04,a04RB00000kUAOlYAO,2026/04,EN,5,,,
a03RB00001NswhVYAR,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/03,a04RB00000kUAOlYAO,2026/03,EN,5,,,
a03RB00001NswhUYAR,株式会社フジタ（調達本部 インテリア・ソリューション統括部 インテリア部）_2026/02,a04RB00000kUAOlYAO,2026/02,EN,5,,,
a03RB00001STmHLYA1,野村不動産株式会社_2026/08,a04RB00000kUAOvYAO,2026/08,EN,10,150000,,
a03RB00001RcAC3YAN,野村不動産株式会社_2026/07,a04RB00000kUAOvYAO,2026/07,EN,10,150000,,
a03RB00001NswinYAB,野村不動産株式会社_2026/06,a04RB00000kUAOvYAO,2026/06,EN,10,,,
a03RB00001NswimYAB,野村不動産株式会社_2026/05,a04RB00000kUAOvYAO,2026/05,EN,10,,,
a03RB00001NswilYAB,野村不動産株式会社_2026/04,a04RB00000kUAOvYAO,2026/04,EN,10,,,
a03RB00001STmHMYA1,野村不動産株式会社（シングルサインオン分）_2026/08,a04RB00000kUAOwYAO,2026/08,EN,1,30000,,
a03RB00001RcAC4YAN,野村不動産株式会社（シングルサインオン分）_2026/07,a04RB00000kUAOwYAO,2026/07,EN,1,30000,,
a03RB00001NswiqYAB,野村不動産株式会社（シングルサインオン分）_2026/06,a04RB00000kUAOwYAO,2026/06,EN,1,,,
a03RB00001NswipYAB,野村不動産株式会社（シングルサインオン分）_2026/05,a04RB00000kUAOwYAO,2026/05,EN,1,,,
a03RB00001NswioYAB,野村不動産株式会社（シングルサインオン分）_2026/04,a04RB00000kUAOwYAO,2026/04,EN,1,,,
a03RB00001STmHWYA1,近鉄不動産_2026/08,a04RB00000kUAP8YAO,2026/08,EN,12,180000,,
a03RB00001RcACCYA3,近鉄不動産_2026/07,a04RB00000kUAP8YAO,2026/07,EN,12,180000,,
a03RB00001NswjbYAB,近鉄不動産_2026/06,a04RB00000kUAP8YAO,2026/06,EN,12,,,
a03RB00001NswjaYAB,近鉄不動産_2026/05,a04RB00000kUAP8YAO,2026/05,EN,11,,,
a03RB00001NswjZYAR,近鉄不動産_2026/04,a04RB00000kUAP8YAO,2026/04,EN,11,,,
a03RB00001STmHXYA1,近鉄不動産(セキュリティオプション月額）_2026/08,a04RB00000kUAP9YAO,2026/08,EN,1,100000,,
a03RB00001RcACDYA3,近鉄不動産(セキュリティオプション月額）_2026/07,a04RB00000kUAP9YAO,2026/07,EN,1,100000,,
a03RB00001RIRFDYA5,近鉄不動産(セキュリティオプション月額）_2026/06,a04RB00000kUAP9YAO,2026/06,EN,1,100000,,
a03RB00001NswjdYAB,近鉄不動産(セキュリティオプション月額）_2026/05,a04RB00000kUAP9YAO,2026/05,EN,1,,,
a03RB00001NswjcYAB,近鉄不動産(セキュリティオプション月額）_2026/04,a04RB00000kUAP9YAO,2026/04,EN,1,,,
a03RB00001NswjtYAB,株式会社フジタ BIM推進部_2027/03,a04RB00000kUAPCYA4,2027/03,EN,3,,,
a03RB00001NswjsYAB,株式会社フジタ BIM推進部_2027/02,a04RB00000kUAPCYA4,2027/02,EN,3,,,
a03RB00001NswjrYAB,株式会社フジタ BIM推進部_2027/01,a04RB00000kUAPCYA4,2027/01,EN,3,,,
a03RB00001NswjqYAB,株式会社フジタ BIM推進部_2026/12,a04RB00000kUAPCYA4,2026/12,EN,3,,,
a03RB00001NswjpYAB,株式会社フジタ BIM推進部_2026/11,a04RB00000kUAPCYA4,2026/11,EN,3,,,
a03RB00001NswjoYAB,株式会社フジタ BIM推進部_2026/10,a04RB00000kUAPCYA4,2026/10,EN,3,,,
a03RB00001NswjnYAB,株式会社フジタ BIM推進部_2026/09,a04RB00000kUAPCYA4,2026/09,EN,3,,,
a03RB00001NswjmYAB,株式会社フジタ BIM推進部_2026/08,a04RB00000kUAPCYA4,2026/08,EN,3,,,
a03RB00001NswjlYAB,株式会社フジタ BIM推進部_2026/07,a04RB00000kUAPCYA4,2026/07,EN,3,,,
a03RB00001NswjkYAB,株式会社フジタ BIM推進部_2026/06,a04RB00000kUAPCYA4,2026/06,EN,3,,,
a03RB00001NswjjYAB,株式会社フジタ BIM推進部_2026/05,a04RB00000kUAPCYA4,2026/05,EN,3,,,
a03RB00001NswjiYAB,株式会社フジタ BIM推進部_2026/04,a04RB00000kUAPCYA4,2026/04,EN,3,,,
a03RB00001Nswk5YAB,株式会社フジタ 設計統括部_2027/03,a04RB00000kUAPDYA4,2027/03,EN,7,,,
a03RB00001Nswk4YAB,株式会社フジタ 設計統括部_2027/02,a04RB00000kUAPDYA4,2027/02,EN,7,,,
a03RB00001Nswk3YAB,株式会社フジタ 設計統括部_2027/01,a04RB00000kUAPDYA4,2027/01,EN,7,,,
a03RB00001Nswk2YAB,株式会社フジタ 設計統括部_2026/12,a04RB00000kUAPDYA4,2026/12,EN,7,,,
a03RB00001Nswk1YAB,株式会社フジタ 設計統括部_2026/11,a04RB00000kUAPDYA4,2026/11,EN,7,,,
a03RB00001Nswk0YAB,株式会社フジタ 設計統括部_2026/10,a04RB00000kUAPDYA4,2026/10,EN,7,,,
a03RB00001NswjzYAB,株式会社フジタ 設計統括部_2026/09,a04RB00000kUAPDYA4,2026/09,EN,7,,,
a03RB00001NswjyYAB,株式会社フジタ 設計統括部_2026/08,a04RB00000kUAPDYA4,2026/08,EN,7,,,
a03RB00001NswjxYAB,株式会社フジタ 設計統括部_2026/07,a04RB00000kUAPDYA4,2026/07,EN,7,,,
a03RB00001NswjwYAB,株式会社フジタ 設計統括部_2026/06,a04RB00000kUAPDYA4,2026/06,EN,7,,,
a03RB00001NswjvYAB,株式会社フジタ 設計統括部_2026/05,a04RB00000kUAPDYA4,2026/05,EN,7,,,
a03RB00001NswjuYAB,株式会社フジタ 設計統括部_2026/04,a04RB00000kUAPDYA4,2026/04,EN,7,,,
a03RB00001STmHeYAL,株式会社デザインアーク　東京本店　東京スペースソリューション第１営業所_2026/08,a04RB00000kUAPKYA4,2026/08,EN,2,30000,,
a03RB00001RcACKYA3,株式会社デザインアーク　東京本店　東京スペースソリューション第１営業所_2026/07,a04RB00000kUAPKYA4,2026/07,EN,2,30000,,
a03RB00001NswkaYAB,株式会社デザインアーク 東京本店 東京スペースソリューション第１営業所_2026/06,a04RB00000kUAPKYA4,2026/06,EN,2,,,
a03RB00001STmHfYAL,NTTファシリティーズ株式会社_2026/08,a04RB00000kUAPLYA4,2026/08,EN,10,1500000,,
a03RB00001RcACLYA3,NTTファシリティーズ株式会社_2026/07,a04RB00000kUAPLYA4,2026/07,EN,10,1500000,,
a03RB00001NswkbYAB,NTTファシリティーズ株式会社_2026/06,a04RB00000kUAPLYA4,2026/06,EN,10,,,
a03RB00001STmHgYAL,合同会社小島屋_2026/08,a04RB00000kUAPMYA4,2026/08,Pro,1,8000,,
a03RB00001RcACMYA3,合同会社小島屋_2026/07,a04RB00000kUAPMYA4,2026/07,Pro,1,8000,,
a03RB00001NswkcYAB,合同会社小島屋_2026/06,a04RB00000kUAPMYA4,2026/06,Pro,1,,,
a03RB00001NswmZYAR,株式会社西武開発_2026/07,a04RB00000kUAPZYA4,2026/07,EN,1,,,
a03RB00001NswmYYAR,株式会社西武開発_2026/06,a04RB00000kUAPZYA4,2026/06,EN,1,,,
a03RB00001NswmXYAR,株式会社西武開発_2026/05,a04RB00000kUAPZYA4,2026/05,EN,1,,,
a03RB00001NswmWYAR,株式会社西武開発_2026/04,a04RB00000kUAPZYA4,2026/04,EN,1,,,
a03RB00001NswmSYAR,株式会社西武開発_2025/01,a04RB00000kUAPZYA4,2025/01,EN,1,,,
a03RB00001NswmRYAR,株式会社西武開発_2024/12,a04RB00000kUAPZYA4,2024/12,EN,1,,,
a03RB00001STmHlYAL,株式会社ヨコハマ地所_2026/08,a04RB00000kUAPgYAO,2026/08,BA,1,11000,,
a03RB00001RcABPYA3,株式会社ヨコハマ地所_2026/07,a04RB00000kUAPgYAO,2026/07,BA,1,11000,,
a03RB00001RIREoYAP,株式会社ヨコハマ地所_2026/06,a04RB00000kUAPgYAO,2026/06,BA,1,11000,,
a03RB00001NswoFYAR,株式会社ヨコハマ地所_2026/05,a04RB00000kUAPgYAO,2026/05,BA,1,,,
a03RB00001NswoEYAR,株式会社ヨコハマ地所_2026/04,a04RB00000kUAPgYAO,2026/04,BA,1,,,
a03RB00001NswoDYAR,株式会社ヨコハマ地所_2026/03,a04RB00000kUAPgYAO,2026/03,BA,1,,,
a03RB00001NswoCYAR,株式会社ヨコハマ地所_2026/02,a04RB00000kUAPgYAO,2026/02,BA,1,,,
a03RB00001NswoBYAR,株式会社ヨコハマ地所_2026/01,a04RB00000kUAPgYAO,2026/01,BA,1,,,
a03RB00001NswoAYAR,株式会社ヨコハマ地所_2025/12,a04RB00000kUAPgYAO,2025/12,BA,1,,,
a03RB00001Nswo9YAB,株式会社ヨコハマ地所_2025/11,a04RB00000kUAPgYAO,2025/11,BA,1,,,
a03RB00001Nswo8YAB,株式会社ヨコハマ地所_2025/10,a04RB00000kUAPgYAO,2025/10,BA,1,,,
a03RB00001Nswo7YAB,株式会社ヨコハマ地所_2025/09,a04RB00000kUAPgYAO,2025/09,BA,1,,,
a03RB00001Nswo6YAB,株式会社ヨコハマ地所_2025/08,a04RB00000kUAPgYAO,2025/08,BA,1,,,
a03RB00001Nswo5YAB,株式会社ヨコハマ地所_2025/07,a04RB00000kUAPgYAO,2025/07,BA,1,,,
a03RB00001Nswo4YAB,株式会社ヨコハマ地所_2025/06,a04RB00000kUAPgYAO,2025/06,BA,1,,,
a03RB00001Nswo3YAB,株式会社ヨコハマ地所_2025/05,a04RB00000kUAPgYAO,2025/05,BA,1,,,
a03RB00001Nswo2YAB,株式会社ヨコハマ地所_2025/04,a04RB00000kUAPgYAO,2025/04,BA,1,,,
a03RB00001Nswo1YAB,株式会社ヨコハマ地所_2025/03,a04RB00000kUAPgYAO,2025/03,BA,1,,,
a03RB00001Nswo0YAB,株式会社ヨコハマ地所_2025/02,a04RB00000kUAPgYAO,2025/02,BA,1,,,
a03RB00001RcAfqYAF,野村不動産株式会社　商業事業本部_2026/07,a04RB00000lZ54zYAC,2026/07,EN,12,30000,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用
a03RB00001RcAfpYAF,野村不動産株式会社　商業事業本部_2026/07,a04RB00000lZ54zYAC,2026/07,EN,120,140000,a0CRB0000CcXZ6X2QW,[年払] Rendery Enterpriseプラン　※MRR計上用
a03RB00001VUaobYAD,a03RB00001VUaob,a04RB00000lZ54zYAC,2026/07,,120,140000,a0CRB0000CcXZ6Z2QW,[年払] Rendery Enterpriseプラン
