Id,Name,FreeeInvoiceId__c,BillingDate__c,InvoiceAmount__c,ImportStatus__c,ValidationMessage__c,ResolvedAccount__c,ResolvedContract__c,ResolvedContractPeriod__c,CreatedInvoice__c
a0FRB00000WhTPM2A3,MFIW-000180,60861170,2026-06-20,48400,反映済み,,001RB00001br9KfYAI,a04RB00000n5JdjYAE,a0BRB000012EChD2AW,a00RB00002B4i3FYAR
a0FRB00000WhTPN2A3,MFIW-000181,60861171,2026-06-20,8800,反映済み,,001RB00001br9KNYAY,a04RB00000n5JdkYAE,a0BRB000012EChE2AW,a00RB00002B4i3GYAR
a0FRB00000WhTPO2A3,MFIW-000182,60861172,2026-06-20,8800,反映済み,,001RB00001VTqbbYAD,a04RB00000kUAOFYA4,a0BRB00000ynb6A2AQ,a00RB000027fzNRYAY
a0FRB00000WhTPP2A3,MFIW-000183,60861173,2026-06-20,181500,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB000012R4gz2AC,
a0FRB00000WhTPQ2A3,MFIW-000184,60861174,2026-06-20,8800,反映済み,,001RB00001VTqU3YAL,a04RB00000kUAO7YAO,a0BRB00000ynb622AA,a00RB000027fzNSYAY
a0FRB00000WhTPR2A3,MFIW-000185,60861175,2026-06-20,17600,反映済み,,001RB00001VTCYFYA5,a04RB00000kUAO2YAO,a0BRB00000ynb5x2AA,a00RB000027fzNTYAY
a0FRB00000WhTPS2A3,MFIW-000186,60861177,2026-06-20,60500,反映済み,,001RB00001VTCYGYA5,a04RB00000kUAO1YAO,a0BRB00000ynb5w2AA,a00RB000027fzNUYAY
a0FRB00000WhTPT2A3,MFIW-000187,60861179,2026-06-20,8800,反映済み,,001RB00001br9KLYAY,a04RB00000n5JdlYAE,a0BRB000012EChF2AW,a00RB00002B4i3HYAR
a0FRB00000WhTPU2A3,MFIW-000188,60861180,2026-06-20,8800,反映済み,,001RB00001VTqUoYAL,a04RB00000kUANwYAO,a0BRB00000ynb5r2AA,a00RB000027fzNVYAY
a0FRB00000WhTPV2A3,MFIW-000189,60861181,2026-06-20,48400,反映済み,,001RB00001br9KMYAY,a04RB00000n5JdmYAE,a0BRB000012EChG2AW,a00RB00002B2ejcYAB
a0FRB00000WhTPW2A3,MFIW-000190,60861182,2026-06-20,8800,反映済み,,001RB00001VTqlOYAT,a04RB00000kUANmYAO,a0BRB00000ynb5h2AA,a00RB000027fzNWYAY
a0FRB00000WhTPX2A3,MFIW-000191,60861183,2026-06-20,12100,反映済み,,001RB00001VTrs0YAD,a04RB00000kUANgYAO,a0BRB00000ynb5b2AA,a00RB000027fzNXYAY
a0FRB00000WhTPY2A3,MFIW-000192,60861184,2026-06-20,60500,反映済み,,001RB00001VTrmnYAD,a04RB00000kUAO0YAO,a0BRB00000ynb5v2AA,a00RB000027fzNYYAY
a0FRB00000WhTPZ2A3,MFIW-000193,60861185,2026-06-20,12100,反映済み,,001RB00001VTqZWYA1,a04RB00000kUAPjYAO,a0BRB00000ynn5b2AA,a00RB000027fzNZYAY
a0FRB00000WhTPa2AN,MFIW-000194,60861186,2026-06-20,12100,反映済み,,001RB00001VTqnbYAD,a04RB00000kUAQ2YAO,a0BRB00000ynn5u2AA,a00RB000027fzNaYAI
a0FRB00000WhTPb2AN,MFIW-000195,60861187,2026-06-20,12100,反映済み,,001RB00001VTqnHYAT,a04RB00000kUAQ3YAO,a0BRB00000ynn5v2AA,a00RB000027fzNbYAI
a0FRB00000WhTPc2AN,MFIW-000196,60861188,2026-06-20,8800,反映済み,,001RB00001br9KQYAY,a04RB00000n5JdnYAE,a0BRB000012EChH2AW,a00RB00002B4i3IYAR
a0FRB00000WhTPd2AN,MFIW-000197,60861189,2026-06-20,60500,反映済み,,001RB00001VTqmBYAT,a04RB00000kUAORYA4,a0BRB00000ynb6M2AQ,a00RB000027fzNcYAI
a0FRB00000WhTPe2AN,MFIW-000198,60861191,2026-06-20,8800,反映済み,,001RB00001br9KOYAY,a04RB00000n5JdoYAE,a0BRB000012EChI2AW,a00RB00002B4i3JYAR
a0FRB00000Wi4gd2AB,MFIW-000150,61624916,2026-06-29,3300000,反映済み,,001RB00001VTqjbYAD,a04RB00000n9hzBYAQ,a0BRB000012RmbZ2AS,a00RB00002BahLeYAJ
a0FRB00000WiCuz2AF,MFIW-000155,62350392,2026-06-23,35200,反映済み,,001RB00001VTCZZYA5,a04RB00000kUAPIYA4,a0BRB00000ynn592AA,a00RB000027ffOkYAI
a0FRB00000WiSXe2AN,MFIW-000153,62159546,2026-07-02,247500,反映済み,,001RB00001VcyFKYAZ,a04RB00000kVL7KYAW,a0BRB00000ynn552AA,a00RB00002BahLfYAJ
a0FRB00000Wic2L2AR,MFIW-000154,62334543,2026-07-03,72630,反映可能,,001RB00001VTrkSYAT,a04RB00000kUAPJYA4,a0BRB00000ynn5A2AQ,
a0FRB00000WicaE2AR,MFIW-000159,60792913,2026-06-20,8800,反映済み,,001RB00001VTrqeYAD,a04RB00000kUAPAYA4,a0BRB00000ynb752AA,a00RB000027fzNdYAI
a0FRB00000WicaF2AR,MFIW-000160,60792915,2026-06-20,44000,反映済み,,001RB00001VTrUSYA1,a04RB00000kUAP1YAO,a0BRB00000ynb6w2AA,a00RB000027fzNeYAI
a0FRB00000WicaG2AR,MFIW-000161,60792917,2026-06-20,8800,反映済み,,001RB00001VTqU8YAL,a04RB00000kUAPEYA4,a0BRB00000ynn552AA,a00RB000027fzNfYAI
a0FRB00000WicaH2AR,MFIW-000162,60792918,2026-06-20,8800,反映済み,,001RB00001VTrYEYA1,a04RB00000kUAPBYA4,a0BRB00000ynb762AA,a00RB000027fzNgYAI
a0FRB00000WicaI2AR,MFIW-000163,60792921,2026-06-20,8800,反映済み,,001RB00001VTrqdYAD,a04RB00000kUAP7YAO,a0BRB00000ynb722AA,a00RB000027fzNhYAI
a0FRB00000WicaJ2AR,MFIW-000164,60792923,2026-06-20,324500,反映済み,,001RB00001VTrvcYAD,a04RB00000n5JdpYAE,a0BRB000012EChJ2AW,a00RB00002B4i3KYAR
a0FRB00000WicaK2AR,MFIW-000165,60792925,2026-06-20,8800,反映済み,,001RB00001VTro2YAD,a04RB00000kUAPHYA4,a0BRB00000ynn582AA,a00RB000027fzNiYAI
a0FRB00000WicaL2AR,MFIW-000166,60861149,2026-06-20,12100,反映済み,,001RB00001VTtIfYAL,a04RB00000kUAQ0YAO,a0BRB00000ynn5s2AA,a00RB000027fzNjYAI
a0FRB00000WicaM2AR,MFIW-000167,60861153,2026-06-20,12100,反映済み,,001RB00001VTtIdYAL,a04RB00000kUAPxYAO,a0BRB00000ynn5p2AA,a00RB000027fzNkYAI
a0FRB00000WicaN2AR,MFIW-000168,60861154,2026-06-20,12100,反映済み,,001RB00001VTtIcYAL,a04RB00000n5JdqYAE,a0BRB000012EChK2AW,a00RB00002B4i3LYAR
a0FRB00000WicaO2AR,MFIW-000169,60861155,2026-06-20,12100,反映済み,,001RB00001br9KVYAY,a04RB00000n5JdrYAE,a0BRB000012EChL2AW,a00RB00002B4i3MYAR
a0FRB00000WicaP2AR,MFIW-000170,60861156,2026-06-20,12100,反映済み,,001RB00001VTqaKYAT,a04RB00000kUAPnYAO,a0BRB00000ynn5f2AA,a00RB000027fzNlYAI
a0FRB00000WicaQ2AR,MFIW-000171,60861157,2026-06-20,12100,反映済み,,001RB00001VTtIXYA1,a04RB00000kUAPlYAO,a0BRB00000ynn5d2AA,a00RB000027fzNmYAI
a0FRB00000WicaR2AR,MFIW-000172,60861158,2026-06-20,60500,反映済み,,001RB00001VTtIWYA1,a04RB00000kUAPiYAO,a0BRB0000124jua2AA,a00RB00002Am2AUYAZ
a0FRB00000WicaS2AR,MFIW-000173,60861159,2026-06-20,12100,反映済み,,001RB00001br9KKYAY,a04RB00000n5JdsYAE,a0BRB000012EChM2AW,a00RB00002B2ejdYAB
a0FRB00000WicaT2AR,MFIW-000174,60861161,2026-06-20,175450,反映済み,,001RB00001VTtIUYA1,a04RB00000kUAPdYAO,a0BRB00000ynn5V2AQ,a00RB00002B5oL2YAJ
a0FRB00000WicaU2AR,MFIW-000175,60861162,2026-06-20,36300,反映済み,,001RB00001VTqaGYAT,a04RB00000kUAPbYAO,a0BRB00000ynn5T2AQ,a00RB000027fzNnYAI
a0FRB00000WicaV2AR,MFIW-000176,60861164,2026-06-20,12100,反映済み,,001RB00001VTqZVYA1,a04RB00000kUAPXYA4,a0BRB00000ynn5P2AQ,a00RB000027fzNoYAI
a0FRB00000WicaW2AR,MFIW-000177,60861166,2026-06-20,12100,反映済み,,001RB00001VTqZpYAL,a04RB00000kUAPVYA4,a0BRB00000ynn5N2AQ,a00RB000027fzNpYAI
a0FRB00000WicaX2AR,MFIW-000178,60861167,2026-06-20,8800,反映済み,,001RB00001br9KSYAY,a04RB00000n5JdtYAE,a0BRB000012EChN2AW,a00RB00002B4i3NYAR
a0FRB00000Wifcv2AB,MFIW-000158,60861151,2026-06-20,12100,反映済み,,001RB00001VTqfsYAD,a04RB00000kUAPzYAO,a0BRB0000124lpu2AA,a00RB000027flsLYAQ
a0FRB00000WihDJ2AZ,MFIW-000199,60861193,2026-06-20,60500,反映済み,,001RB00001VTqbqYAD,a04RB00000kUAQ6YAO,a0BRB00000ynn5y2AA,a00RB000027fzNqYAI
a0FRB00000WihDK2AZ,MFIW-000200,60899966,2026-06-20,70400,反映済み,,001RB00001VTqlYYAT,a04RB00000kUANdYAO,a0BRB00000ynb5Y2AQ,a00RB000027fzNrYAI
a0FRB00000WihDL2AZ,MFIW-000201,60900081,2026-06-20,605000,反映済み,,001RB00001VTqlHYAT,a04RB00000kUANiYAO,a0BRB00000ynb5d2AA,a00RB000027fzNsYAI
a0FRB00000WihDM2AZ,MFIW-000202,60901483,2026-06-20,14080,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB000027fzNtYAI
a0FRB00000WihDN2AZ,MFIW-000203,60904124,2026-06-20,17600,反映済み,,001RB00001br9KdYAI,a04RB00000n5JduYAE,a0BRB000012EChO2AW,a00RB00002B4i3OYAR
a0FRB00000WihDO2AZ,MFIW-000204,60905395,2026-06-20,198000,反映済み,,001RB00001VTCYEYA5,a04RB00000n5JdvYAE,a0BRB000012EChP2AW,a00RB00002B4i3PYAR
a0FRB00000WihDP2AZ,MFIW-000205,60905677,2026-06-20,8800,反映済み,,001RB00001VTqkQYAT,a04RB00000kUAPFYA4,a0BRB00000ynn562AA,a00RB000027fzNuYAI
a0FRB00000WihDQ2AZ,MFIW-000206,60906771,2026-06-20,924000,反映済み,既存Salesforce請求はfreeeの年払い本体・割引行を1明細へ集約済みです。請求総額・税額・数量・商品を照合し、既存請求明細へ紐づけました。,001RB00001VTrkSYAT,a04RB00000kUAPJYA4,a0BRB00000ynn5A2AQ,a00RB00002B5oL3YAJ
a0FRB00000WihDR2AZ,MFIW-000207,60907136,2026-06-20,33000,反映済み,,001RB00001br9KYYAY,a04RB00000n5JdwYAE,a0BRB000012EChQ2AW,a00RB00002B4i3QYAR
a0FRB00000WihDT2AZ,MFIW-000209,60946048,2026-06-20,8800,反映済み,,001RB00001br9KIYAY,a04RB00000n5JdxYAE,a0BRB000012EChR2AW,a00RB00002B4i3RYAR
a0FRB00000WihDU2AZ,MFIW-000210,60946173,2026-06-20,105600,反映済み,,001RB00001VTrxYYAT,a04RB00000kUAPNYA4,a0BRB00000ynn5E2AQ,a00RB000027fzNvYAI
a0FRB00000WihDV2AZ,MFIW-000211,60952602,2026-06-20,1108800,反映済み,既存Salesforce請求はfreeeの年払い本体・割引行を1明細へ集約済みです。請求総額・税額・数量・商品を照合し、既存請求明細へ紐づけました。,001RB00001VTrm3YAD,a04RB00000kUAPOYA4,a0BRB00000ynn5F2AQ,a00RB00002B5oL4YAJ
a0FRB00000WihDW2AZ,MFIW-000212,60952846,2026-06-20,165000,反映済み,,001RB00001br9KcYAI,a04RB00000n5JdyYAE,a0BRB000012EChS2AW,a00RB00002B4i3SYAR
a0FRB00000WihDX2AZ,MFIW-000213,60953208,2026-06-20,84480,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB000027fzNwYAI
a0FRB00000WihDY2AZ,MFIW-000214,60953422,2026-06-20,82500,反映済み,,001RB00001VTqsxYAD,a04RB00000kUAOnYAO,a0BRB00000ynb6i2AA,a00RB000027fzNxYAI
a0FRB00000WihDZ2AZ,MFIW-000215,60953721,2026-06-20,52800,反映済み,,001RB00001VTqf7YAD,a04RB00000kUAOjYAO,a0BRB00000ynb6e2AA,a00RB00002B4i3TYAR
a0FRB00000Wio6k2AB,MFIW-000291,54248066,2026-03-20,82500,反映済み,,001RB00001br9KeYAI,a04RB00000n5JdzYAE,a0BRB000012EChT2AW,a00RB00002B4i3UYAR
a0FRB00000Wio6l2AB,MFIW-000292,54249842,2026-03-20,1056000,反映済み,,001RB00001br9KPYAY,a04RB00000kUAOxYAO,a0BRB00000ynb6s2AA,a00RB00002B5oL5YAJ
a0FRB00000Wj59D2AR,MFIW-000271,54153830,2026-03-20,12100,反映済み,,001RB00001br9KVYAY,a04RB00000n5JdrYAE,a0BRB000012EChU2AW,a00RB00002B4i3VYAR
a0FRB00000Wj59E2AR,MFIW-000272,54153831,2026-03-20,12100,反映済み,,001RB00001VTqaKYAT,a04RB00000kUAPnYAO,a0BRB00000ynn5f2AA,a00RB00002AvrgkYAB
a0FRB00000Wj59F2AR,MFIW-000273,54153832,2026-03-20,12100,反映済み,,001RB00001VTtIXYA1,a04RB00000kUAPlYAO,a0BRB00000ynn5d2AA,a00RB00002AyetYYAR
a0FRB00000Wj59G2AR,MFIW-000274,54153833,2026-03-20,60500,反映済み,,001RB00001VTtIWYA1,a04RB00000kUAPiYAO,a0BRB0000124juX2AQ,a00RB00002Am2AVYAZ
a0FRB00000Wj59H2AR,MFIW-000275,54153834,2026-03-20,12100,反映済み,,001RB00001br9KKYAY,a04RB00000n5JdsYAE,a0BRB000012EChM2AW,a00RB00002B5oL6YAJ
a0FRB00000Wj59I2AR,MFIW-000276,54153835,2026-03-20,12100,反映済み,,001RB00001VTtIVYA1,a04RB00000n5Je0YAE,a0BRB000012EChV2AW,a00RB00002B4i3WYAR
a0FRB00000Wj59J2AR,MFIW-000277,54153836,2026-03-20,175450,反映済み,,001RB00001VTtIUYA1,a04RB00000kUAPdYAO,a0BRB00000ynn5V2AQ,a00RB00002B5oL7YAJ
a0FRB00000Wj59K2AR,MFIW-000278,54153837,2026-03-20,36300,反映済み,,001RB00001VTqaGYAT,a04RB00000kUAPbYAO,a0BRB00000ynn5T2AQ,a00RB00002AyE69YAF
a0FRB00000Wj59L2AR,MFIW-000279,54153838,2026-03-20,12100,反映済み,,001RB00001VTqZVYA1,a04RB00000kUAPXYA4,a0BRB00000ynn5P2AQ,a00RB00002AyetZYAR
a0FRB00000Wj59M2AR,MFIW-000280,54153839,2026-03-20,12100,反映済み,,001RB00001VTCYzYAP,a04RB00000kUAPWYA4,a0BRB00000ynn5O2AQ,a00RB00002B5oL8YAJ
a0FRB00000Wj59N2AR,MFIW-000281,54153841,2026-03-20,12100,反映済み,,001RB00001VTqZpYAL,a04RB00000kUAPVYA4,a0BRB00000ynn5N2AQ,a00RB00002AyetaYAB
a0FRB00000Wj59O2AR,MFIW-000282,54153843,2026-03-20,8800,反映済み,,001RB00001br9KSYAY,a04RB00000n5JdtYAE,a0BRB000012EChW2AW,a00RB00002B4i3XYAR
a0FRB00000Wj59P2AR,MFIW-000283,54153844,2026-03-20,12100,反映済み,,001RB00001br9KgYAI,a04RB00000n5JdiYAE,a0BRB000012EChX2AW,a00RB00002B4i3YYAR
a0FRB00000Wj59Q2AR,MFIW-000284,54153845,2026-03-20,48400,反映済み,,001RB00001br9KfYAI,a04RB00000n5JdjYAE,a0BRB000012EChY2AW,a00RB00002B4i3ZYAR
a0FRB00000Wj59R2AR,MFIW-000285,54153846,2026-03-20,8800,反映済み,,001RB00001br9KNYAY,a04RB00000n5JdkYAE,a0BRB000012EChZ2AW,a00RB00002B4i3aYAB
a0FRB00000Wj59S2AR,MFIW-000286,54153848,2026-03-20,60500,反映済み,,001RB00001VTqkQYAT,a04RB00000n5Je1YAE,a0BRB000012ECha2AG,a00RB00002B4i3bYAB
a0FRB00000Wj59T2AR,MFIW-000287,54153849,2026-03-20,8800,反映済み,,001RB00001VTqbbYAD,a04RB00000kUAOFYA4,a0BRB00000ynb6A2AQ,a00RB00002Am2AWYAZ
a0FRB00000Wj59U2AR,MFIW-000288,54153851,2026-03-20,60500,反映済み,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,a00RB000027lnMqYAI
a0FRB00000Wj59V2AR,MFIW-000289,54153853,2026-03-20,8800,反映済み,,001RB00001VTqU3YAL,a04RB00000kUAO7YAO,a0BRB00000ynb622AA,a00RB00002Am2AXYAZ
a0FRB00000Wj59W2AR,MFIW-000290,54153854,2026-03-20,17600,反映済み,,001RB00001VTCYFYA5,a04RB00000kUAO2YAO,a0BRB00000ynb5x2AA,a00RB00002Am2AYYAZ
a0FRB00000Wj5UA2AZ,MFIW-000313,56527554,2026-04-20,8800,反映済み,,001RB00001VTCYwYAP,a04RB00000n5Je2YAE,a0BRB000012EChb2AG,a00RB00002B4i3cYAB
a0FRB00000Wj5UC2AZ,MFIW-000315,56527557,2026-04-20,8800,反映済み,,001RB00001VTqlOYAT,a04RB00000kUANmYAO,a0BRB00000ynb5h2AA,a00RB00002Am2AZYAZ
a0FRB00000Wj5UD2AZ,MFIW-000316,56527558,2026-04-20,12100,反映済み,,001RB00001VTrs0YAD,a04RB00000kUANgYAO,a0BRB00000ynb5b2AA,a00RB00002Am2AaYAJ
a0FRB00000Wj5UE2AZ,MFIW-000317,56527559,2026-04-20,60500,反映済み,,001RB00001VTrmnYAD,a04RB00000kUAO0YAO,a0BRB00000ynb5v2AA,a00RB00002Am2AbYAJ
a0FRB00000Wj5UF2AZ,MFIW-000318,56527560,2026-04-20,12100,反映済み,,001RB00001VTqZWYA1,a04RB00000kUAPjYAO,a0BRB00000ynn5b2AA,a00RB00002B0dy5YAB
a0FRB00000Wj5UG2AZ,MFIW-000319,56527562,2026-04-20,12100,反映済み,,001RB00001VTqnbYAD,a04RB00000kUAQ2YAO,a0BRB00000ynn5u2AA,a00RB00002AyE6AYAV
a0FRB00000Wj5UH2AZ,MFIW-000320,56527563,2026-04-20,12100,反映済み,,001RB00001VTqnHYAT,a04RB00000kUAQ3YAO,a0BRB00000ynn5v2AA,a00RB00002AyE6BYAV
a0FRB00000Wj5UI2AZ,MFIW-000321,56527564,2026-04-20,8800,反映済み,,001RB00001br9KQYAY,a04RB00000n5JdnYAE,a0BRB000012EChc2AG,a00RB00002B4i3dYAB
a0FRB00000Wj5UJ2AZ,MFIW-000322,56527565,2026-04-20,60500,反映済み,,001RB00001VTqmBYAT,a04RB00000kUAORYA4,a0BRB00000ynb6M2AQ,a00RB00002Am2AcYAJ
a0FRB00000Wj5UK2AZ,MFIW-000323,56527566,2026-04-20,8800,反映済み,,001RB00001br9KOYAY,a04RB00000n5JdoYAE,a0BRB000012EChd2AG,a00RB00002B4i3eYAB
a0FRB00000Wj5UL2AZ,MFIW-000324,56527568,2026-04-20,60500,反映済み,,001RB00001VTqbqYAD,a04RB00000kUAQ6YAO,a0BRB00000ynn5y2AA,a00RB00002Am2AdYAJ
a0FRB00000Wj5UN2AZ,MFIW-000326,56675516,2026-04-20,70400,反映済み,,001RB00001VTqlYYAT,a04RB00000kUANdYAO,a0BRB00000ynb5Y2AQ,a00RB00002Am2AeYAJ
a0FRB00000Wj5UO2AZ,MFIW-000327,56676178,2026-04-20,105600,反映済み,,001RB00001VTrseYAD,a04RB00000kUANhYAO,a0BRB00000ynb5c2AA,a00RB00002B5oL9YAJ
a0FRB00000Wj5UP2AZ,MFIW-000328,56677820,2026-04-20,508200,反映済み,,001RB00001VTqlHYAT,a04RB00000kUANiYAO,a0BRB00000ynb5d2AA,a00RB00002Am2AfYAJ
a0FRB00000Wj5UQ2AZ,MFIW-000329,56678351,2026-04-20,14080,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB00002B5oLAYAZ
a0FRB00000Wj5UR2AZ,MFIW-000330,56678813,2026-04-20,7040,反映済み,,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB00002B5oLBYAZ
a0FRB00000Wj5US2AZ,MFIW-000331,56679018,2026-04-20,52800,反映済み,,001RB00001VcyFPYAZ,a04RB00000n5Je3YAE,a0BRB000012EChe2AG,a00RB00002B4i3fYAB
a0FRB00000Wj5UT2AZ,MFIW-000332,56680866,2026-04-20,17600,反映済み,,001RB00001br9KdYAI,a04RB00000n5JduYAE,a0BRB000012EChf2AG,a00RB00002B4i3gYAB
a0FRB00000WjFOh2AN,MFIW-000333,56681225,2026-04-20,17600,反映済み,,001RB00001VTqf7YAD,a04RB00000kUAOjYAO,a0BRB00000ynb6e2AA,a00RB00002Am2AgYAJ
a0FRB00000WjFOj2AN,MFIW-000335,56682295,2026-04-20,198000,反映済み,,001RB00001VTCYEYA5,a04RB00000n5JdvYAE,a0BRB000012EChg2AG,a00RB00002B4i3hYAB
a0FRB00000WjFOk2AN,MFIW-000336,56683113,2026-04-20,17600,反映済み,,001RB00001VTrlBYAT,a04RB00000kUAOyYAO,a0BRB00000ynb6t2AA,a00RB00002Am2AhYAJ
a0FRB00000WjFOl2AN,MFIW-000337,56683462,2026-04-20,26400,反映済み,,001RB00001VTqgHYAT,a04RB00000kUAOzYAO,a0BRB00000ynb6u2AA,a00RB00002Am2AiYAJ
a0FRB00000WjFOm2AN,MFIW-000338,56683907,2026-04-20,8800,反映済み,,001RB00001VTqeXYAT,a04RB00000kUAP3YAO,a0BRB00000ynb6y2AA,a00RB00002Am2AjYAJ
a0FRB00000WjFOn2AN,MFIW-000339,56684523,2026-04-20,82500,反映済み,,001RB00001VTrkbYAD,a04RB00000kUAP5YAO,a0BRB00000ynb702AA,a00RB00002Am2AkYAJ
a0FRB00000WjFOo2AN,MFIW-000340,56684847,2026-04-20,82500,反映済み,,001RB00001VTrlqYAD,a04RB00000kUAP6YAO,a0BRB00000ynb712AA,a00RB00002Am2AlYAJ
a0FRB00000WjFOp2AN,MFIW-000341,56685055,2026-04-20,8800,反映済み,,001RB00001VTrqdYAD,a04RB00000kUAP7YAO,a0BRB00000ynb722AA,a00RB00002Am2AmYAJ
a0FRB00000WjFOr2AN,MFIW-000343,56692304,2026-04-20,17600,反映済み,,001RB00001VTqnvYAD,a04RB00000kUAP4YAO,a0BRB00000ynb6z2AA,a00RB00002Am2AnYAJ
a0FRB00000WjFOs2AN,MFIW-000344,56692529,2026-04-20,8800,反映済み,,001RB00001VTrqeYAD,a04RB00000kUAPAYA4,a0BRB00000ynb752AA,a00RB00002Am2AoYAJ
a0FRB00000WjFOt2AN,MFIW-000345,56692848,2026-04-20,84700,反映済み,,001RB00001VTqlZYAT,a04RB00000n5Je4YAE,a0BRB000012EChh2AG,a00RB00002B4i3iYAB
a0FRB00000WjFOv2AN,MFIW-000347,56695322,2026-04-20,44000,反映済み,,001RB00001VTrUSYA1,a04RB00000kUAP1YAO,a0BRB00000ynb6w2AA,a00RB00002Am2ApYAJ
a0FRB00000WjFOw2AN,MFIW-000348,56695878,2026-04-20,8800,反映済み,,001RB00001VTrYEYA1,a04RB00000kUAPBYA4,a0BRB00000ynb762AA,a00RB00002Am2AqYAJ
a0FRB00000WjFOz2AN,MFIW-000351,56701208,2026-04-20,12100,反映済み,,001RB00001br9KRYAY,a04RB00000n5Je5YAE,a0BRB000012EChi2AG,a00RB00002B4i3jYAB
a0FRB00000WjFP02AN,MFIW-000352,57147191,2026-04-20,8800,反映済み,,001RB00001VTqeXYAT,a04RB00000kUAP3YAO,a0BRB00000ynb6y2AA,a00RB00002Am2ArYAJ
a0FRB00000WjSKH2A3,MFIW-000217,58549482,2026-05-20,44000,反映済み,,001RB00001VTrUSYA1,a04RB00000kUAP1YAO,a0BRB00000ynb6w2AA,a00RB00002Am2AsYAJ
a0FRB00000WjSKI2A3,MFIW-000218,58549485,2026-05-20,8800,反映済み,,001RB00001VTqU8YAL,a04RB00000kUAPEYA4,a0BRB00000ynn552AA,a00RB00002Am2AtYAJ
a0FRB00000WjSKJ2A3,MFIW-000219,58549487,2026-05-20,8800,反映済み,,001RB00001VTrYEYA1,a04RB00000kUAPBYA4,a0BRB00000ynb762AA,a00RB00002Am2AuYAJ
a0FRB00000WjSKK2A3,MFIW-000220,58573596,2026-05-20,12100,反映済み,,001RB00001VTtIfYAL,a04RB00000kUAQ0YAO,a0BRB00000ynn5s2AA,a00RB00002AyE6CYAV
a0FRB00000WjSKL2A3,MFIW-000221,58573600,2026-05-20,12100,反映済み,,001RB00001VTqfsYAD,a04RB00000kUAPzYAO,a0BRB0000124lpt2AA,a00RB00002Am2AvYAJ
a0FRB00000WjSKM2A3,MFIW-000222,58573601,2026-05-20,12100,反映済み,,001RB00001br9KTYAY,a04RB00000n5Je6YAE,a0BRB000012EChj2AG,a00RB00002B4i3kYAB
a0FRB00000WjSKN2A3,MFIW-000223,58573604,2026-05-20,12100,反映済み,,001RB00001VTtIdYAL,a04RB00000kUAPxYAO,a0BRB00000ynn5p2AA,a00RB00002AyetbYAB
a0FRB00000WjSKO2A3,MFIW-000224,58573606,2026-05-20,12100,反映済み,,001RB00001VTtIcYAL,a04RB00000n5JdqYAE,a0BRB000012EChk2AG,a00RB00002B4i3lYAB
a0FRB00000WjSKP2A3,MFIW-000225,58573608,2026-05-20,12100,反映済み,,001RB00001br9KVYAY,a04RB00000n5JdrYAE,a0BRB000012EChl2AG,a00RB00002B4i3mYAB
a0FRB00000WjSKQ2A3,MFIW-000226,58573609,2026-05-20,12100,反映済み,,001RB00001VTqaKYAT,a04RB00000kUAPnYAO,a0BRB00000ynn5f2AA,a00RB00002AvrglYAB
a0FRB00000WjSKR2A3,MFIW-000227,58573611,2026-05-20,12100,反映済み,,001RB00001VTtIXYA1,a04RB00000kUAPlYAO,a0BRB00000ynn5d2AA,a00RB00002AyetcYAB
a0FRB00000WjSKS2A3,MFIW-000228,58573613,2026-05-20,60500,反映済み,,001RB00001VTtIWYA1,a04RB00000kUAPiYAO,a0BRB0000124juZ2AQ,a00RB00002Am2AwYAJ
a0FRB00000WjSKT2A3,MFIW-000229,58573614,2026-05-20,12100,反映済み,,001RB00001br9KKYAY,a04RB00000n5JdsYAE,a0BRB000012EChM2AW,a00RB00002BZaqsYAD
a0FRB00000WjSKU2A3,MFIW-000230,58573616,2026-05-20,175450,反映済み,,001RB00001VTtIUYA1,a04RB00000kUAPdYAO,a0BRB00000ynn5V2AQ,a00RB00002B5oLCYAZ
a0FRB00000WjSKV2A3,MFIW-000231,58573618,2026-05-20,36300,反映済み,,001RB00001VTqaGYAT,a04RB00000kUAPbYAO,a0BRB00000ynn5T2AQ,a00RB00002AyE6DYAV
a0FRB00000WjSKW2A3,MFIW-000232,58573620,2026-05-20,12100,反映済み,,001RB00001VTqZVYA1,a04RB00000kUAPXYA4,a0BRB00000ynn5P2AQ,a00RB00002AyetdYAB
a0FRB00000WjSKX2A3,MFIW-000233,58573621,2026-05-20,12100,反映済み,,001RB00001VTCYzYAP,a04RB00000kUAPWYA4,a0BRB00000ynn5O2AQ,a00RB00002B5xxmYAB
a0FRB00000WjSKY2A3,MFIW-000234,58573624,2026-05-20,12100,反映済み,,001RB00001VTqZpYAL,a04RB00000kUAPVYA4,a0BRB00000ynn5N2AQ,a00RB00002AyeteYAB
