Id,Name,Freee_Invoice_Id__c,Freee_Sync_Status__c,Freee_Sync_Message__c,Freee_Last_Synced_At__c,Freee_Invoice_Status__c,PaymentStatus__c,CancelStatus__c,Sent_To_Freee__c,InvoiceAmount__c,Payment_Date__c,Freee_Account_Item_Picklist__c
a00RB000024Ux4nYAC,INV-0000000042,53459621,Failed,"{""status_code"":429,""meta"":{""limit"":3000,""period"":86400,""remaining"":0,""reset"":""2026-07-04T09:00:00+09:00""}}",2026-07-03T18:00:36.000+0000,送付待ち,決済待ち,通常,true,82500,,Sales
a00RB000024Ux5BYAS,INV-0000000066,56527526,Failed,"{""status_code"":429,""meta"":{""limit"":3000,""period"":86400,""remaining"":0,""reset"":""2026-07-04T09:00:00+09:00""}}",2026-07-03T18:00:44.000+0000,送付済み,決済待ち,通常,true,12100,2026-05-31,Sales
a00RB000024Ux5DYAS,INV-0000000068,56826003,Failed,"{""status_code"":429,""meta"":{""limit"":3000,""period"":86400,""remaining"":0,""reset"":""2026-07-04T09:00:00+09:00""}}",2026-07-03T18:00:48.000+0000,送付済み,決済待ち,通常,true,660000,2026-05-31,Sales
a00RB000024Ux5EYAS,INV-0000000069,56841170,Failed,"{""status_code"":429,""meta"":{""limit"":3000,""period"":86400,""remaining"":0,""reset"":""2026-07-04T09:00:00+09:00""}}",2026-07-03T18:00:50.000+0000,送付済み,決済待ち,通常,true,950400,2026-05-31,Sales
a00RB000024Ux5JYAS,INV-0000000074,58268807,Failed,"{""status_code"":429,""meta"":{""limit"":30,""period"":60,""remaining"":0,""reset"":""2026-07-04T03:01:00+09:00""}}",2026-07-03T18:00:53.000+0000,送付待ち,決済待ち,通常,true,0,,Sales
a00RB000024Vf1yYAC,INV-0000000103,59295041,Failed,"{""status_code"":429,""meta"":{""limit"":30,""period"":60,""remaining"":0,""reset"":""2026-07-04T03:02:00+09:00""}}",2026-07-03T18:01:33.000+0000,送付待ち,決済待ち,通常,true,324500,,Sales
a00RB000027fzNjYAI,INV-0000000152,60861149,Failed,"{""status_code"":429,""meta"":{""limit"":30,""period"":60,""remaining"":0,""reset"":""2026-07-28T03:01:00+09:00""}}",2026-07-27T18:00:38.000+0000,送付済み,決済待ち,通常,true,12100,2026-07-31,Sales
a00RB000027fzNlYAI,INV-0000000154,60861156,Failed,"{""status_code"":429,""meta"":{""limit"":30,""period"":60,""remaining"":0,""reset"":""2026-07-28T03:01:00+09:00""}}",2026-07-27T18:00:41.000+0000,送付済み,決済待ち,通常,true,12100,2026-07-31,Sales
a00RB000027fzNvYAI,INV-0000000164,60946173,Failed,"{""status_code"":429,""meta"":{""limit"":30,""period"":60,""remaining"":0,""reset"":""2026-07-28T03:01:00+09:00""}}",2026-07-27T18:00:56.000+0000,送付済み,決済待ち,通常,true,105600,2026-07-31,Sales
