"Id","Name","FreeeInvoiceId__c","BillingDate__c","InvoiceAmount__c","ResolvedAccount__c","ResolvedContract__c","ResolvedContractPeriod__c","CreatedInvoice__c","CreatedInvoice__r.Name","ImportStatus__c","ValidationMessage__c"
"a0FRB00000WhTPc2AN","MFIW-000196","60861188","2026-06-20","8800","001RB00001br9KQYAY","a04RB00000n5JdnYAE","a0BRB000012EChH2AW","a00RB00002B4i3IYAR","INV-0000000306","反映済み",""
"a0FRB00000WhTPe2AN","MFIW-000198","60861191","2026-06-20","8800","001RB00001br9KOYAY","a04RB00000n5JdoYAE","a0BRB000012EChI2AW","a00RB00002B4i3JYAR","INV-0000000307","反映済み",""
"a0FRB00000WihDM2AZ","MFIW-000202","60901483","2026-06-20","14080","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ","a00RB000027fzNtYAI","INV-0000000162","要確認","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery_Pro_月額利用料_注文番号：405342480」の商品マスタを確認してください。"
"a0FRB00000WihDN2AZ","MFIW-000203","60904124","2026-06-20","17600","001RB00001br9KdYAI","a04RB00000n5JduYAE","a0BRB000012EChO2AW","a00RB00002B4i3OYAR","INV-0000000312","反映済み",""
"a0FRB00000WihDO2AZ","MFIW-000204","60905395","2026-06-20","198000","001RB00001VTCYEYA5","a04RB00000n5JdvYAE","a0BRB000012EChP2AW","a00RB00002B4i3PYAR","INV-0000000313","反映済み",""
"a0FRB00000WihDR2AZ","MFIW-000207","60907136","2026-06-20","33000","001RB00001br9KYYAY","a04RB00000n5JdwYAE","a0BRB000012EChQ2AW","a00RB00002B4i3QYAR","INV-0000000314","反映済み",""
"a0FRB00000WihDT2AZ","MFIW-000209","60946048","2026-06-20","8800","001RB00001br9KIYAY","a04RB00000n5JdxYAE","a0BRB000012EChR2AW","a00RB00002B4i3RYAR","INV-0000000315","反映済み",""
"a0FRB00000WihDW2AZ","MFIW-000212","60952846","2026-06-20","165000","001RB00001br9KcYAI","a04RB00000n5JdyYAE","a0BRB000012EChS2AW","a00RB00002B4i3SYAR","INV-0000000316","反映済み",""
"a0FRB00000WihDX2AZ","MFIW-000213","60953208","2026-06-20","84480","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ","a00RB000027fzNwYAI","INV-0000000165","要確認","同じfreee請求書IDのSalesforce請求は存在しますが、すべての請求明細を照合できませんでした。既存の請求明細と移行Workの明細を確認してください。"
"a0FRB00000WihDZ2AZ","MFIW-000215","60953721","2026-06-20","52800","001RB00001VTqf7YAD","a04RB00000kUAOjYAO","a0BRB00000ynb6e2AA","a00RB00002B4i3TYAR","INV-0000000317","反映済み",""
"a0FRB00000WjSKM2A3","MFIW-000222","58573601","2026-05-20","12100","001RB00001br9KTYAY","a04RB00000n5Je6YAE","a0BRB000012EChj2AG","a00RB00002B4i3kYAB","INV-0000000334","反映済み",""
"a0FRB00000WjSKO2A3","MFIW-000224","58573606","2026-05-20","12100","001RB00001VTtIcYAL","a04RB00000n5JdqYAE","a0BRB000012EChk2AG","a00RB00002B4i3lYAB","INV-0000000335","反映済み",""
"a0FRB00000WjSKP2A3","MFIW-000225","58573608","2026-05-20","12100","001RB00001br9KVYAY","a04RB00000n5JdrYAE","a0BRB000012EChl2AG","a00RB00002B4i3mYAB","INV-0000000336","反映済み",""
"a0FRB00000WjSKZ2A3","MFIW-000235","58573626","2026-05-20","8800","001RB00001br9KSYAY","a04RB00000n5JdtYAE","a0BRB000012EChm2AG","a00RB00002B4i3nYAB","INV-0000000337","反映済み",""
"a0FRB00000WjSKa2AN","MFIW-000236","58573627","2026-05-20","12100","001RB00001br9KgYAI","a04RB00000n5JdiYAE","a0BRB000012EChn2AG","a00RB00002B4i3oYAB","INV-0000000338","反映済み",""
"a0FRB00000WjTBV2A3","MFIW-000237","58573629","2026-05-20","48400","001RB00001br9KfYAI","a04RB00000n5JdjYAE","a0BRB000012ECho2AG","a00RB00002B4i3pYAB","INV-0000000339","反映済み",""
"a0FRB00000WjTBW2A3","MFIW-000238","58573631","2026-05-20","8800","001RB00001br9KNYAY","a04RB00000n5JdkYAE","a0BRB000012EChp2AG","a00RB00002B4i3qYAB","INV-0000000340","反映済み",""
"a0FRB00000WjTBX2A3","MFIW-000239","58573632","2026-05-20","60500","001RB00001VTqkQYAT","a04RB00000n5Je1YAE","a0BRB000012EChq2AG","a00RB00002B4i3rYAB","INV-0000000341","反映済み",""
"a0FRB00000WjTBd2AN","MFIW-000245","58573642","2026-05-20","8800","001RB00001br9KLYAY","a04RB00000n5JdlYAE","a0BRB000012EChr2AG","a00RB00002B4i3sYAB","INV-0000000342","反映済み",""
"a0FRB00000WjTBf2AN","MFIW-000247","58573647","2026-05-20","8800","001RB00001VTCYwYAP","a04RB00000n5Je2YAE","a0BRB000012EChs2AG","a00RB00002B4i3tYAB","INV-0000000343","反映済み",""
"a0FRB00000WjTBn2AN","MFIW-000255","58573663","2026-05-20","8800","001RB00001br9KQYAY","a04RB00000n5JdnYAE","a0BRB000012ECht2AG","a00RB00002B4i3uYAB","INV-0000000344","反映済み",""
"a0FRB00000WjTmb2AF","MFIW-000257","58573667","2026-05-20","8800","001RB00001br9KOYAY","a04RB00000n5JdoYAE","a0BRB000012EChu2AG","a00RB00002B4i3vYAB","INV-0000000345","反映済み",""
"a0FRB00000WjTmf2AF","MFIW-000261","58691585","2026-05-20","52800","001RB00001VcyFPYAZ","a04RB00000n5Je3YAE","a0BRB000012EChv2AG","a00RB00002B4i3wYAB","INV-0000000346","反映済み",""
"a0FRB00000WjTmg2AF","MFIW-000262","58708849","2026-05-20","17600","001RB00001br9KdYAI","a04RB00000n5JduYAE","a0BRB000012EChw2AG","a00RB00002B4i3xYAB","INV-0000000347","反映済み",""
"a0FRB00000WjTmj2AF","MFIW-000265","58710933","2026-05-20","198000","001RB00001VTCYEYA5","a04RB00000n5JdvYAE","a0BRB000012EChx2AG","a00RB00002B4i3yYAB","INV-0000000348","反映済み",""
"a0FRB00000Wj59D2AR","MFIW-000271","54153830","2026-03-20","12100","001RB00001br9KVYAY","a04RB00000n5JdrYAE","a0BRB000012EChU2AW","a00RB00002B4i3VYAR","INV-0000000319","反映済み",""
"a0FRB00000Wj59I2AR","MFIW-000276","54153835","2026-03-20","12100","001RB00001VTtIVYA1","a04RB00000n5Je0YAE","a0BRB000012EChV2AW","a00RB00002B4i3WYAR","INV-0000000320","反映済み",""
"a0FRB00000Wj59O2AR","MFIW-000282","54153843","2026-03-20","8800","001RB00001br9KSYAY","a04RB00000n5JdtYAE","a0BRB000012EChW2AW","a00RB00002B4i3XYAR","INV-0000000321","反映済み",""
"a0FRB00000Wj59P2AR","MFIW-000283","54153844","2026-03-20","12100","001RB00001br9KgYAI","a04RB00000n5JdiYAE","a0BRB000012EChX2AW","a00RB00002B4i3YYAR","INV-0000000322","反映済み",""
"a0FRB00000Wj59Q2AR","MFIW-000284","54153845","2026-03-20","48400","001RB00001br9KfYAI","a04RB00000n5JdjYAE","a0BRB000012EChY2AW","a00RB00002B4i3ZYAR","INV-0000000323","反映済み",""
"a0FRB00000Wj59R2AR","MFIW-000285","54153846","2026-03-20","8800","001RB00001br9KNYAY","a04RB00000n5JdkYAE","a0BRB000012EChZ2AW","a00RB00002B4i3aYAB","INV-0000000324","反映済み",""
"a0FRB00000Wj59S2AR","MFIW-000286","54153848","2026-03-20","60500","001RB00001VTqkQYAT","a04RB00000n5Je1YAE","a0BRB000012ECha2AG","a00RB00002B4i3bYAB","INV-0000000325","反映済み",""
"a0FRB00000Wio6k2AB","MFIW-000291","54248066","2026-03-20","82500","001RB00001br9KeYAI","a04RB00000n5JdzYAE","a0BRB000012EChT2AW","a00RB00002B4i3UYAR","INV-0000000318","反映済み",""
"a0FRB00000Wjfvx2AB","MFIW-000301","56527538","2026-04-20","8800","001RB00001br9KSYAY","a04RB00000n5JdtYAE","a0BRB000012EChy2AG","a00RB00002B4i3zYAB","INV-0000000349","反映済み",""
"a0FRB00000Wjfvy2AB","MFIW-000302","56527539","2026-04-20","12100","001RB00001br9KgYAI","a04RB00000n5JdiYAE","a0BRB000012EChz2AG","a00RB00002B4i40YAB","INV-0000000350","反映済み",""
"a0FRB00000Wjfvz2AB","MFIW-000303","56527540","2026-04-20","48400","001RB00001br9KfYAI","a04RB00000n5JdjYAE","a0BRB000012ECi02AG","a00RB00002B4i41YAB","INV-0000000351","反映済み",""
"a0FRB00000Wjfw02AB","MFIW-000304","56527541","2026-04-20","8800","001RB00001br9KNYAY","a04RB00000n5JdkYAE","a0BRB000012ECi12AG","a00RB00002B4i42YAB","INV-0000000352","反映済み",""
"a0FRB00000Wjfw12AB","MFIW-000305","56527544","2026-04-20","60500","001RB00001VTqkQYAT","a04RB00000n5Je1YAE","a0BRB000012ECi22AG","a00RB00002B4i43YAB","INV-0000000353","反映済み",""
"a0FRB00000Wjfw72AB","MFIW-000311","56527552","2026-04-20","8800","001RB00001br9KLYAY","a04RB00000n5JdlYAE","a0BRB000012ECi32AG","a00RB00002B4i44YAB","INV-0000000354","反映済み",""
"a0FRB00000Wj5UA2AZ","MFIW-000313","56527554","2026-04-20","8800","001RB00001VTCYwYAP","a04RB00000n5Je2YAE","a0BRB000012EChb2AG","a00RB00002B4i3cYAB","INV-0000000326","反映済み",""
"a0FRB00000Wj5UI2AZ","MFIW-000321","56527564","2026-04-20","8800","001RB00001br9KQYAY","a04RB00000n5JdnYAE","a0BRB000012EChc2AG","a00RB00002B4i3dYAB","INV-0000000327","反映済み",""
"a0FRB00000Wj5UK2AZ","MFIW-000323","56527566","2026-04-20","8800","001RB00001br9KOYAY","a04RB00000n5JdoYAE","a0BRB000012EChd2AG","a00RB00002B4i3eYAB","INV-0000000328","反映済み",""
"a0FRB00000Wj5US2AZ","MFIW-000331","56679018","2026-04-20","52800","001RB00001VcyFPYAZ","a04RB00000n5Je3YAE","a0BRB000012EChe2AG","a00RB00002B4i3fYAB","INV-0000000329","反映済み",""
"a0FRB00000Wj5UT2AZ","MFIW-000332","56680866","2026-04-20","17600","001RB00001br9KdYAI","a04RB00000n5JduYAE","a0BRB000012EChf2AG","a00RB00002B4i3gYAB","INV-0000000330","反映済み",""
"a0FRB00000WjFOj2AN","MFIW-000335","56682295","2026-04-20","198000","001RB00001VTCYEYA5","a04RB00000n5JdvYAE","a0BRB000012EChg2AG","a00RB00002B4i3hYAB","INV-0000000331","反映済み",""
"a0FRB00000WjFOt2AN","MFIW-000345","56692848","2026-04-20","84700","001RB00001VTqlZYAT","a04RB00000n5Je4YAE","a0BRB000012EChh2AG","a00RB00002B4i3iYAB","INV-0000000332","反映済み",""
"a0FRB00000WjFOz2AN","MFIW-000351","56701208","2026-04-20","12100","001RB00001br9KRYAY","a04RB00000n5Je5YAE","a0BRB000012EChi2AG","a00RB00002B4i3jYAB","INV-0000000333","反映済み",""
"a0FRB00000WjhrC2AR","MFIW-000354","54153857","2026-03-20","8800","001RB00001br9KLYAY","a04RB00000n5JdlYAE","a0BRB000012ECi42AG","a00RB00002B4i45YAB","INV-0000000355","反映済み",""
"a0FRB00000WjhrE2AR","MFIW-000356","54153860","2026-03-20","8800","001RB00001VTCYwYAP","a04RB00000n5Je2YAE","a0BRB000012ECi52AG","a00RB00002B4i46YAB","INV-0000000356","反映済み",""
"a0FRB00000WjhzH2AR","MFIW-000365","54153872","2026-03-20","8800","001RB00001br9KQYAY","a04RB00000n5JdnYAE","a0BRB000012ECi62AG","a00RB00002B4i47YAB","INV-0000000357","反映済み",""
"a0FRB00000WjhzJ2AR","MFIW-000367","54153877","2026-03-20","8800","001RB00001br9KOYAY","a04RB00000n5JdoYAE","a0BRB000012ECi72AG","a00RB00002B4i48YAB","INV-0000000358","反映済み",""
"a0FRB00000WjhzM2AR","MFIW-000370","54246103","2026-03-20","84700","001RB00001VTqlZYAT","a04RB00000n5Je4YAE","a0BRB000012ECi82AG","a00RB00002B4i49YAB","INV-0000000359","反映済み",""
"a0FRB00000WjhzN2AR","MFIW-000371","54246260","2026-03-20","17600","001RB00001br9KdYAI","a04RB00000n5JduYAE","a0BRB000012ECi92AG","a00RB00002B4i4AYAR","INV-0000000360","反映済み",""
"a0FRB00000Ypg4s2AB","MFIW-000375","63077917","2026-07-20","145200","001RB00001br9KbYAI","a04RB00000n5Je7YAE","a0BRB000012ECiA2AW","a00RB00002B4i4BYAR","INV-0000000361","反映済み",""
"a0FRB00000Ypg4u2AB","MFIW-000377","63077927","2026-07-20","52800","001RB00001br9KWYAY","a04RB00000n5Je8YAE","a0BRB000012ECiB2AW","a00RB00002B4i4CYAR","INV-0000000362","反映済み",""
"a0FRB00000Ypg4y2AB","MFIW-000381","63077938","2026-07-20","26400","001RB00001br9KaYAI","a04RB00000n5Je9YAE","a0BRB000012ECiC2AW","a00RB00002B4i4DYAR","INV-0000000363","反映済み",""
"a0FRB00000YptF02AJ","MFIW-000386","63077950","2026-07-20","82500","001RB00001br9KeYAI","a04RB00000n5JdzYAE","a0BRB000012ECiD2AW","a00RB00002B4i4EYAR","INV-0000000364","反映済み",""
"a0FRB00000Yq7Ep2AJ","MFIW-000401","63077988","2026-07-20","33000","001RB00001br9KYYAY","a04RB00000n5JdwYAE","a0BRB000012ECiE2AW","a00RB00002B4i4FYAR","INV-0000000365","反映済み",""
"a0FRB00000Yq7Er2AJ","MFIW-000403","63077993","2026-07-20","8800","001RB00001br9KIYAY","a04RB00000n5JdxYAE","a0BRB000012ECiF2AW","a00RB00002B4i4GYAR","INV-0000000366","反映済み",""
"a0FRB00000Yq7Es2AJ","MFIW-000404","63077995","2026-07-20","52800","001RB00001VTqf7YAD","a04RB00000kUAOjYAO","a0BRB00000ynb6e2AA","a00RB00002B4i4HYAR","INV-0000000367","反映済み",""
"a0FRB00000YqK3z2AF","MFIW-000411","63125666","2026-07-20","52800","001RB00001VcyFPYAZ","a04RB00000n5Je3YAE","a0BRB000012ECiG2AW","a00RB00002B4i4IYAR","INV-0000000368","反映済み",""
"a0FRB00000YqK402AF","MFIW-000412","63125722","2026-07-20","17600","001RB00001br9KdYAI","a04RB00000n5JduYAE","a0BRB000012ECiH2AW","a00RB00002B4i4JYAR","INV-0000000369","反映済み",""
"a0FRB00000YqSO22AN","MFIW-000415","63128994","2026-07-20","82500","001RB00001VTrrHYAT","a04RB00000n5JeAYAU","a0BRB000012ECiM2AW","","","要確認","同じfreee請求書IDのSalesforce請求は存在しますが、すべての請求明細を照合できませんでした。既存の請求明細と移行Workの明細を確認してください。"
"a0FRB00000YqLuR2AV","MFIW-000426","63150551","2026-07-20","8800","001RB00001br9KSYAY","a04RB00000n5JdtYAE","a0BRB000012ECiI2AW","a00RB00002B4i4KYAR","INV-0000000370","反映済み",""
"a0FRB00000YqLuS2AV","MFIW-000427","63150553","2026-07-20","12100","001RB00001br9KgYAI","a04RB00000n5JdiYAE","a0BRB000012ECiJ2AW","a00RB00002B4i4LYAR","INV-0000000371","反映済み",""
"a0FRB00000YqLuT2AV","MFIW-000428","63150554","2026-07-20","48400","001RB00001br9KfYAI","a04RB00000n5JdjYAE","a0BRB000012ECiK2AW","a00RB00002B4i4MYAR","INV-0000000372","反映済み",""
"a0FRB00000YqLuU2AV","MFIW-000429","63150555","2026-07-20","8800","001RB00001br9KNYAY","a04RB00000n5JdkYAE","a0BRB000012ECiL2AW","a00RB00002B4i4NYAR","INV-0000000373","反映済み",""
"a0FRB00000Yr46j2AB","MFIW-000435","63150568","2026-07-20","8800","001RB00001br9KLYAY","a04RB00000n5JdlYAE","a0BRB000012ECiN2AW","a00RB00002B4i4OYAR","INV-0000000374","反映済み",""
"a0FRB00000Yr46l2AB","MFIW-000437","63150570","2026-07-20","48400","001RB00001br9KMYAY","a04RB00000n5JdmYAE","a0BRB000012ECiO2AW","a00RB00002B4i4PYAR","INV-0000000375","反映済み",""
"a0FRB00000Yr46r2AB","MFIW-000443","63150578","2026-07-20","8800","001RB00001br9KQYAY","a04RB00000n5JdnYAE","a0BRB000012ECiP2AW","a00RB00002B4i4QYAR","INV-0000000376","反映済み",""
"a0FRB00000YrJ2X2AV","MFIW-000445","63150580","2026-07-20","8800","001RB00001br9KOYAY","a04RB00000n5JdoYAE","a0BRB000012ECiQ2AW","a00RB00002B4i4RYAR","INV-0000000377","反映済み",""
