"sf__Id","sf__Created",Name,ACV__c,ContractUpdate__c,Account__c,Contact__c,Description__c,ExpectedCloseDate__c,LostDate__c,LostReason__c,MRR__c,NextActivityDate__c,NextStep__c,StageName__c,StandardCloseDate__c,StandardProbability__c,StartDate__c,StandardStartDate__c,ExpectedDuration__c
"a08RB00001Z16QcYAJ","true","株式会社賃貸メイト の取引","2244000.0","月","001RB00001VTqlmYAD","003RB00001NsNcjYAF","","","2025-08-29","Competitor comparison","187000.0","","","Closed Lost","2025-08-29","","","",""
"a08RB00001Z16QdYAJ","true","株式会社ゼンリン東海 の取引","0.0","月","001RB00001VTqdzYAD","003RB00001NsMc9YAF","","","","","0.0","","","Prospecting","","","","",""
"a08RB00001Z16QeYAJ","true","株式会社クラッチワークス の取引","0.0","月","001RB00001VTqb9YAD","","","","","","0.0","2025-10-20","","Negotiation","","","","",""
"a08RB00001Z16QfYAJ","true","株式会社オープンハウス・ディベロップメント の取引","0.0","月","001RB00001VTqV6YAL","003RB00001NsNctYAF","","","2025-08-28","Timing mismatch","0.0","","","Closed Lost","2025-08-28","","","",""
"a08RB00001Z16QgYAJ","true","株式会社ゴールドクレスト の取引","660000.0","月","001RB00001VTrOfYAL","","","","","","55000.0","","","ValueProposition","","","","",""
"a08RB00001Z16QhYAJ","true","東建コーポレーション株式会社 の取引","726000.0","月","001RB00001VTrxGYAT","003RB00001NsMbAYAV","","","2025-09-03","Out of scope","60500.0","","","Closed Lost","2025-09-03","","","",""
"a08RB00001Z16QiYAJ","true","株式会社クラス の取引","105600.0","月","001RB00001VTqkSYAT","","","","","","8800.0","","","Closed Won","2025-09-08","","","",""
"a08RB00001Z16QjYAJ","true","生和コーポレーション株式会社 の取引","105600.0","月","001RB00001VTqmcYAD","","","","","","8800.0","2026-03-01","","Closed Won","2025-11-10","","","",""
"a08RB00001Z16QkYAJ","true","株式会社アル.パートナーズ建築設計 の取引","316800.0","月","001RB00001VTqlvYAD","003RB00001NsWvtYAF","","","","","26400.0","2026-02-25","","Prospecting","","","","",""
"a08RB00001Z16QlYAJ","true","株式会社グローバルセンター の取引","145200.0","月","001RB00001VTqm2YAD","","","","","","12100.0","","","Closed Won","2025-07-16","","","",""
"a08RB00001Z16QmYAJ","true","株式会社B-PROJECT の取引","792000.0","月","001RB00001VTqm7YAD","003RB00001NsV8TYAV","","","","","66000.0","","","Closed Won","2025-09-01","","","",""
"a08RB00001Z16QnYAJ","true","アイリスチトセ株式会社 の取引","600000.0","月","001RB00001VTqlZYAT","","","2026-03-01","2026-04-22","Key person unreachable","50000.0","","","Closed Lost","2026-04-22","","","",""
"a08RB00001Z16QoYAJ","true","株式会社白水社 の取引","2440000.0","月","001RB00001VTqm4YAD","","","2026-07-01","","","195000.0","2026-04-01","","ValueProposition","","","","",""
"a08RB00001Z16QpYAJ","true","プラナス株式会社一級建築士事務所 の取引","66000.0","月","001RB00001VTqmCYAT","","","","","","5500.0","2025-07-28","","Closed Won","2025-08-28","","","",""
