Id,Name,MasterContract__c,MasterContract__r.Status__c,ContractPeriod__c,Month__c,ProductMaster__c,RevenueAmount__c,MRR_Target__c,PeriodStartDate__c,PeriodEndDate__c,CreatedDate
a03RB00001WZCQ3YAP,a03RB00001WZCQ3,a04RB00000nS9IgYAK,Activated,a0BRB000013KK4u2AG,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-03T13:38:10.000+0000
a03RB00001WimNlYAJ,a03RB00001WimNl,a04RB00000nUMA9YAO,Draft,a0BRB000013Q4Yo2AK,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-04T04:16:49.000+0000
a03RB00001X0cEfYAJ,a03RB00001X0cEf,a04RB00000nYgjlYAC,Draft,a0BRB000013b0LN2AY,2026/08,a0CRB0000CcXZ6S2QW,6400,false,2026-08-01,2026-08-31,2026-08-05T08:36:17.000+0000
a03RB00001X5x2NYAR,株式会社エリオクリエイト_2026/08,a04RB00000kUAPNYA4,Activated,a0BRB00000ynn5E2AQ,2026/08,a0CRB0000CcXZ6Q2QW,96000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2OYAR,株式会社創建ホーム_2026/08,a04RB00000kUAPOYA4,Activated,a0BRB00000ynn5F2AQ,2026/08,a0CRB0000CcXZ6Z2QW,1008000,false,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2PYAR,株式会社Housebank千葉_2026/08,a04RB00000kUAPiYAO,Activated,a0BRB000013eexO2AQ,2026/08,a0CRB0000CcXZ6j2QG,55000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2QYAR,野村不動産株式会社　商業事業本部_2026/08,a04RB00000lZ54zYAC,Activated,a0BRB0000100Bsb2AE,2026/08,a0CRB0000CcXZ6X2QW,140000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2RYAR,野村不動産株式会社　商業事業本部_2026/08,a04RB00000lZ54zYAC,Activated,a0BRB0000100Bsb2AE,2026/08,a0CRB0000CcXZ6b2QG,30000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2SYAR,野村不動産株式会社　商業事業本部_2026/08,a04RB00000lZ54zYAC,Activated,a0BRB0000100Bsb2AE,2026/08,a0CRB0000CcXZ6Z2QW,140000,false,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2TYAR,コンチネンタルホーム株式会社_2026-07-01_2026/08,a04RB00000miHmIYAU,Activated,a0BRB000013eexP2AQ,2026/08,a0CRB0000CcXZ6Q2QW,40000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2UYAR,アイリスオーヤマ株式会社(空間デザイン部) [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000n5JdiYAE,Activated,a0BRB000013eexQ2AQ,2026/08,a0CRB0000CcXZ6T2QW,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2VYAR,アイリスオーヤマ株式会社(ストアソリューション営業部ストアデザインチーム) [OLD] Rendery Enterpriseプラン(2025年9月まで) Fre,a04RB00000n5JdjYAE,Activated,a0BRB000013eexR2AQ,2026/08,a0CRB0000CcXZ6T2QW,44000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2WYAR,九州旅客鉄道株式会社(博多設備区) Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JdkYAE,Activated,a0BRB000013eexS2AQ,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2XYAR,九州旅客鉄道株式会社(建設工事部施設課) Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JdlYAE,Activated,a0BRB000013eexT2AQ,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2YYAR,東急リゾーツ＆ステイ株式会社 [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000n5JdmYAE,Activated,a0BRB000013eexU2AQ,2026/08,a0CRB0000CcXZ6T2QW,44000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2ZYAR,九州旅客鉄道株式会社(開発工事部) Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JdnYAE,Activated,a0BRB000013eexV2AQ,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2aYAB,株式会社ＬＩＸＩＬ住宅研究所 Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JdoYAE,Activated,a0BRB000013eexW2AQ,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2bYAB,近鉄不動産株式会社 Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdpYAE,Activated,a0BRB000013eexX2AQ,2026/08,a0CRB0000CcXZ6a2QG,100000,false,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2cYAB,近鉄不動産株式会社 Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdpYAE,Activated,a0BRB000013eexX2AQ,2026/08,a0CRB0000CcXZ6V2QW,195000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2dYAB,株式会社ハートランド knock knock AI Basicプラン(50クレジット) Freee自動請求契約_2026/08,a04RB00000n5JdqYAE,Activated,a0BRB000013eexY2AQ,2026/08,a0CRB0000CcXZ6i2QG,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2eYAB,西和不動産株式会社 栗東店 knock knock AI Basicプラン(50クレジット) Freee自動請求契約_2026/08,a04RB00000n5JdrYAE,Activated,a0BRB000013eexZ2AQ,2026/08,a0CRB0000CcXZ6i2QG,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2fYAB,株式会社ヨコハマ地所 [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000n5JdsYAE,Activated,a0BRB000013eexa2AA,2026/08,a0CRB0000CcXZ6T2QW,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2gYAB,株式会社ヨコハマ地所 [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000n5JdsYAE,Activated,a0BRB000013eexa2AA,2026/08,a0CRB0000CcXZ6i2QG,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2hYAB,株式会社JR東日本建築設計 Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JdtYAE,Activated,a0BRB000013eexb2AA,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2iYAB,三菱地所株式会社(DX推進部) Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JduYAE,Activated,a0BRB000013eexc2AA,2026/08,a0CRB0000CcXZ6Q2QW,16000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2jYAB,野村不動産株式会社 Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdvYAE,Activated,a0BRB000013eexd2AA,2026/08,a0CRB0000CcXZ6b2QG,30000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2kYAB,野村不動産株式会社 Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdvYAE,Activated,a0BRB000013eexd2AA,2026/08,a0CRB0000CcXZ6V2QW,150000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2lYAB,株式会社デザインアーク（東京スペースソリューション第１営業所） Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdwYAE,Activated,a0BRB000013eexe2AA,2026/08,a0CRB0000CcXZ6V2QW,30000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2mYAB,合同会社小島屋 Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5JdxYAE,Activated,a0BRB000013eexf2AA,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2nYAB,株式会社コスモスイニシア（流通事業部） Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdyYAE,Activated,a0BRB000013eexg2AA,2026/08,a0CRB0000CcXZ6V2QW,150000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2oYAB,柏井建設株式会社 Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JdzYAE,Activated,a0BRB000013eexh2AA,2026/08,a0CRB0000CcXZ6V2QW,75000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2pYAB,株式会社シアーズホーム knock knock AI Basicプラン(50クレジット) Freee自動請求契約_2026/08,a04RB00000n5Je0YAE,Activated,a0BRB000013eexi2AA,2026/08,a0CRB0000CcXZ6i2QG,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2qYAB,株式会社ジョイフル本田 [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000n5Je1YAE,Activated,a0BRB000013eexj2AA,2026/08,a0CRB0000CcXZ6T2QW,55000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2rYAB,インフィニティ株式会社 Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5Je2YAE,Activated,a0BRB000013eexk2AA,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2sYAB,帝国不動産株式会社 Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5Je3YAE,Activated,a0BRB000013eexl2AA,2026/08,a0CRB0000CcXZ6Q2QW,48000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2tYAB,アイリスチトセ株式会社 [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000n5Je4YAE,Activated,a0BRB000013eexm2AA,2026/08,a0CRB0000CcXZ6T2QW,77000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2uYAB,株式会社JBリアルエステート knock knock AI Basicプラン(50クレジット) Freee自動請求契約_2026/08,a04RB00000n5Je5YAE,Activated,a0BRB000013eexn2AA,2026/08,a0CRB0000CcXZ6i2QG,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2vYAB,松栄不動産株式会社(アパマンショップ仙台東口店) knock knock AI Basicプラン(50クレジット) Freee自動請求契約_2026/08,a04RB00000n5Je6YAE,Activated,a0BRB000013eexo2AA,2026/08,a0CRB0000CcXZ6i2QG,11000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2wYAB,三井不動産レジデンシャルリース株式会社(ソリューション推進部) [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求,a04RB00000n5Je7YAE,Activated,a0BRB000013eexp2AA,2026/08,a0CRB0000CcXZ6T2QW,132000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2xYAB,株式会社三越伊勢丹プロパティ・デザイン Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5Je8YAE,Activated,a0BRB000013eexq2AA,2026/08,a0CRB0000CcXZ6Q2QW,48000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2yYAB,株式会社錢高組 Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000n5Je9YAE,Activated,a0BRB000013eexr2AA,2026/08,a0CRB0000CcXZ6Q2QW,24000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x2zYAB,株式会社ワンズ・レーニア Rendery Enterpriseプラン Freee自動請求契約_2026/08,a04RB00000n5JeAYAU,Activated,a0BRB000013eexs2AA,2026/08,a0CRB0000CcXZ6V2QW,75000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x30YAB,株式会社サンテン・コーポレーション Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000nCmpRYAS,Activated,a0BRB000013eext2AA,2026/08,a0CRB0000CcXZ6Q2QW,32000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x31YAB,株式会社パインウェル Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000nCmpSYAS,Activated,a0BRB000013eexu2AA,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x32YAB,大東建託株式会社 [OLD] Rendery Enterpriseプラン(2025年9月まで) Freee自動請求契約_2026/08,a04RB00000nCmpTYAS,Activated,a0BRB000013eexv2AA,2026/08,a0CRB0000CcXZ6T2QW,132000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
a03RB00001X5x33YAB,株式会社フォーデック Rendery Proプラン Freee自動請求契約_2026/08,a04RB00000nS9IfYAK,Activated,a0BRB000013eexw2AA,2026/08,a0CRB0000CcXZ6Q2QW,8000,true,2026-08-01,2026-08-31,2026-08-06T01:24:20.000+0000
