Id,Name,Billing_Date__c,TargetPeriodStartDate__c,TargetPeriodEndDate__c,ContractPeriod__c,Freee_Sync_Status__c
a00RB00002BahLfYAJ,INV-0000000410,2026-07-02,,,a0BRB00000ynn552AA,Success
