Month,Contract,ContractName,Product,Count,MRRRows,MRRSum,Amounts,SourceIds,InvoiceIds,RecordIds
2026-08,CN-00000258,大東建託株式会社 設計センター_2026-08-24,Rendery Enterpriseプラン,2,2,150000,75000|75000,a09RB000013v0KPYAY|a09RB000014AP3xYAG,a00RB00002GCmmkYAD|a00RB00002GCmmkYAD,a03RB00001Zqk0TYAR|a03RB00001Zqk0UYAR
2026-10,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VhrYAE|a03RB00001d3VhsYAE|a03RB00001d3VhtYAE|a03RB00001d3VhuYAE|a03RB00001d3VhvYAE|a03RB00001d3VhwYAE
2026-10,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VhxYAE|a03RB00001d3VhyYAE|a03RB00001d3VhzYAE|a03RB00001d3Vi0YAE|a03RB00001d3Vi1YAE|a03RB00001d3Vi2YAE
2026-11,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3Vi4YAE|a03RB00001d3Vi5YAE|a03RB00001d3Vi6YAE|a03RB00001d3Vi7YAE|a03RB00001d3Vi8YAE|a03RB00001d3Vi9YAE
2026-11,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViAYAU|a03RB00001d3ViBYAU|a03RB00001d3ViCYAU|a03RB00001d3ViDYAU|a03RB00001d3ViEYAU|a03RB00001d3ViFYAU
2026-12,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViGYAU|a03RB00001d3ViHYAU|a03RB00001d3ViIYAU|a03RB00001d3ViJYAU|a03RB00001d3ViKYAU|a03RB00001d3ViLYAU
2026-12,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViMYAU|a03RB00001d3ViNYAU|a03RB00001d3ViOYAU|a03RB00001d3ViPYAU|a03RB00001d3ViQYAU|a03RB00001d3ViRYAU
2027-01,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViSYAU|a03RB00001d3ViTYAU|a03RB00001d3ViUYAU|a03RB00001d3ViVYAU|a03RB00001d3ViWYAU|a03RB00001d3ViXYAU
2027-01,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViYYAU|a03RB00001d3ViZYAU|a03RB00001d3ViaYAE|a03RB00001d3VibYAE|a03RB00001d3VicYAE|a03RB00001d3VidYAE
2027-02,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VieYAE|a03RB00001d3VifYAE|a03RB00001d3VigYAE|a03RB00001d3VihYAE|a03RB00001d3ViiYAE|a03RB00001d3VijYAE
2027-02,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VikYAE|a03RB00001d3VilYAE|a03RB00001d3VimYAE|a03RB00001d3VinYAE|a03RB00001d3VioYAE|a03RB00001d3VipYAE
2027-03,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViqYAE|a03RB00001d3VirYAE|a03RB00001d3VisYAE|a03RB00001d3VitYAE|a03RB00001d3ViuYAE|a03RB00001d3VivYAE
2027-03,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3ViwYAE|a03RB00001d3VixYAE|a03RB00001d3ViyYAE|a03RB00001d3VizYAE|a03RB00001d3Vj0YAE|a03RB00001d3Vj1YAE
2027-04,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3Vj2YAE|a03RB00001d3Vj3YAE|a03RB00001d3Vj4YAE|a03RB00001d3Vj5YAE|a03RB00001d3Vj6YAE|a03RB00001d3Vj7YAE
2027-04,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3Vj8YAE|a03RB00001d3Vj9YAE|a03RB00001d3VjAYAU|a03RB00001d3VjBYAU|a03RB00001d3VjCYAU|a03RB00001d3VjDYAU
2027-05,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VjEYAU|a03RB00001d3VjFYAU|a03RB00001d3VjGYAU|a03RB00001d3VjHYAU|a03RB00001d3VjIYAU|a03RB00001d3VjJYAU
2027-05,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VjKYAU|a03RB00001d3VjLYAU|a03RB00001d3VjMYAU|a03RB00001d3VjNYAU|a03RB00001d3VjOYAU|a03RB00001d3VjPYAU
2027-06,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3VjQYAU|a03RB00001d3gdFYAQ|a03RB00001d3gdGYAQ|a03RB00001d3gdHYAQ|a03RB00001d3gdIYAQ|a03RB00001d3gdJYAQ
2027-06,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gdKYAQ|a03RB00001d3gdLYAQ|a03RB00001d3gdMYAQ|a03RB00001d3gdNYAQ|a03RB00001d3gdOYAQ|a03RB00001d3gdPYAQ
2027-07,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gdQYAQ|a03RB00001d3gdRYAQ|a03RB00001d3gdSYAQ|a03RB00001d3gdTYAQ|a03RB00001d3gdUYAQ|a03RB00001d3gdVYAQ
2027-07,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gdWYAQ|a03RB00001d3gdXYAQ|a03RB00001d3gdYYAQ|a03RB00001d3gdZYAQ|a03RB00001d3gdaYAA|a03RB00001d3gdbYAA
2027-08,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gdcYAA|a03RB00001d3gddYAA|a03RB00001d3gdeYAA|a03RB00001d3gdfYAA|a03RB00001d3gdgYAA|a03RB00001d3gdhYAA
2027-08,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gdiYAA|a03RB00001d3gdjYAA|a03RB00001d3gdkYAA|a03RB00001d3gdlYAA|a03RB00001d3gdmYAA|a03RB00001d3gdnYAA
2027-09,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery Enterpriseプラン,6,6,52500,8750|8750|8750|8750|8750|8750,a09RB000015kjd4YAA|a09RB000015klIHYAY|a09RB000015klLVYAY|a09RB000015klOjYAI|a09RB000015ke8kYAA|a09RB000015kTjaYAE,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gdoYAA|a03RB00001d3gdpYAA|a03RB00001d3gdqYAA|a03RB00001d3gdrYAA|a03RB00001d3gdsYAA|a03RB00001d3gdtYAA
2027-09,CN-00000266,JR東日本建築設計（アップセル）_2026-10-01,Rendery セキュリティオプション+_運用費用,6,6,50000.000000000004,8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334|8333.333333333334,a09RB000015kmPdYAI|a09RB000015kiFaYAI|a09RB000015kmUTYAY|a09RB000015kmflYAA|a09RB000015kmmDYAQ|a09RB000015kn2LYAQ,a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD|a00RB00002JZk8uYAD,a03RB00001d3gduYAA|a03RB00001d3gdvYAA|a03RB00001d3gdwYAA|a03RB00001d3gdxYAA|a03RB00001d3gdyYAA|a03RB00001d3gdzYAA
