Id,Name,ContractName__c,Account__c,Status__c,MRR__c,StartDate__c,EndDate__c,ContractUpdate__c,CreationSource__c,Oppotunity__c,SourceQuotation__c,CreatedDate,AccountName,Invoices,Periods,MonthlyRows,2026-04,2026-04_rows,2026-05,2026-05_rows,2026-06,2026-06_rows,2026-07,2026-07_rows,2026-08,2026-08_rows,2026-09,2026-09_rows,2026-10,2026-10_rows
a04RB00000kUAOAYA4,CN-00000036,株式会社デザインアーク,001RB00001VTruAYAT,Activated,165000,2025-05-01,,月,,,,2026-06-21T16:07:45.000+0000,株式会社デザインアーク,17,4,21,0,0,0,0,198000,1,0,0,0,0,0,0,0,0
a04RB00000kUAOvYAO,CN-00000083,野村不動産株式会社,001RB00001VTCYEYA5,Activated,150000,2026-04-01,,月,,,,2026-06-21T16:07:45.000+0000,野村不動産株式会社,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04RB00000kUAOwYAO,CN-00000084,野村不動産株式会社（シングルサインオン分）,001RB00001VTCYEYA5,Activated,30000,2026-04-01,,月,,,,2026-06-21T16:07:45.000+0000,野村不動産株式会社,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04RB00000kUAPKYA4,CN-00000108,株式会社デザインアーク　東京本店　東京スペースソリューション第１営業所,001RB00001VTruAYAT,Activated,30000,2026-06-01,,月,,,,2026-06-21T16:07:45.000+0000,株式会社デザインアーク,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04RB00000kUAPOYA4,CN-00000112,株式会社創建ホーム,001RB00001VTrm3YAD,Activated,84000,2026-06-01,2027-05-31,年,,,,2026-06-21T16:07:45.000+0000,創建ホーム株式会社,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04RB00000kVL7jYAG,CN-00000190,Mig_freee請求移行_野村不動産株式会社,001RB00001VTCYEYA5,Draft,,2026-04-01,2026-04-30,月,,,,2026-06-22T00:33:12.000+0000,野村不動産株式会社,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04RB00000lZ54zYAC,CN-00000191,野村不動産株式会社　商業事業本部,001RB00001VTCYEYA5,Activated,198000,2026-07-01,2027-06-30,年,,a08RB00001Z16QFYAZ,a0ARB00000dKnxN2AS,2026-07-01T09:51:14.000+0000,野村不動産株式会社,1,1,6,0,0,0,0,0,0,170000,2,170000,2,0,0,0,0
a04RB00000n5JdvYAE,CN-00000213,野村不動産株式会社 Rendery Enterpriseプラン Freee自動請求契約,001RB00001VTCYEYA5,Activated,180000,2026-04-01,,月,FreeeImport,,,2026-07-24T08:35:04.000+0000,野村不動産株式会社,3,4,8,180000,2,180000,2,180000,2,0,0,180000,2,0,0,0,0
a04RB00000n5JdwYAE,CN-00000214,株式会社デザインアーク（東京スペースソリューション第１営業所） Rendery Enterpriseプラン Freee自動請求契約,001RB00001br9KYYAY,Activated,30000,2026-06-01,,月,FreeeImport,,,2026-07-24T08:35:04.000+0000,株式会社デザインアーク（東京スペースソリューション第１営業所）,3,3,3,0,0,0,0,30000,1,30000,1,30000,1,0,0,0,0
