"sf__Id","sf__Error",Id,Freee_Invoice_URL__c,ContractPeriod__c
"a00RB000027flsLYAQ","FIELD_CUSTOM_VALIDATION_EXCEPTION:freee連携済みの請求は主要業務項目を編集できません。必要な場合は請求を取消して再作成してください。:--","a00RB000027flsLYAQ","https://invoice.secure.freee.co.jp/reports/invoices/60861151","a0BRB0000124lpu2AA"
