Id,Name,InvoiceAmount__c,ResolvedAccount__c,ResolvedContract__c,ResolvedContractPeriod__c,CreatedInvoice__c,ImportStatus__c,ValidationMessage__c
a0FRB00000WihDQ2AZ,MFIW-000206,924000,001RB00001VTrkSYAT,a04RB00000kUAPJYA4,a0BRB00000ynn5A2AQ,,要確認,商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
a0FRB00000WihDV2AZ,MFIW-000211,1108800,001RB00001VTrm3YAD,a04RB00000kUAPOYA4,a0BRB00000ynn5F2AQ,,要確認,商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
a0FRB00000WihDX2AZ,MFIW-000213,84480,001RB00001VTqleYAD,a04RB00000kUAObYAO,a0BRB00000ynb6W2AQ,a00RB000027fzNwYAI,要確認,請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery_Pro_1アカウント年間利用料(アーキデザイン株式会社様)」の商品マスタを確認してください。
a0FRB00000WjTmi2AF,MFIW-000264,1848000,001RB00001VTrnKYAT,a04RB00000kUAOqYAO,a0BRB00000ynb6l2AA,,要確認,商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
a0FRB00000WjFOi2AN,MFIW-000334,1716000,001RB00001VTqnMYAT,,,,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
a0FRB00000WjFOu2AN,MFIW-000346,924000,001RB00001VTrwFYAT,,,,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
a0FRB00000WjFOx2AN,MFIW-000349,1293600,001RB00001VTrwFYAT,,,,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
a0FRB00000WjFOy2AN,MFIW-000350,554400,001RB00001VTrwFYAT,,,,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
a0FRB00000YqK412AF,MFIW-000413,2244000,001RB00001VTCYEYA5,,,,要確認,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
