"Id","Name","InvoiceWork__c","Description__c","Quantity__c","UnitPrice__c","LineAmount__c","SuggestedProductMaster__c","ConfirmedProductMaster__c","ProductResolveStatus__c","ImportStatus__c","CreatedInvoiceLine__c","ResolveMessage__c"
"a0ERB00000NrwqF2AR","MFILW-000050","a0FRB00000UtJta2AF","最終納品費","1","1670000","1670000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyexYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrwrp2AB","MFILW-000051","a0FRB00000UtJvB2AV","【要件定義】 ヒアリング・仕様整理","1","1300000","1300000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyeyYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrwrq2AB","MFILW-000052","a0FRB00000UtJvB2AV","【基本設計】UI設計・構成設計","2","1300000","2600000",,"a0CRB0000CcXZ6x2QG","要確認","反映済み","a01RB00001VdyezYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrwrr2AB","MFILW-000053","a0FRB00000UtJvB2AV","【詳細設計】 モジュール間IF仕様設計","1","1300000","1300000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001Vdyf0YAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrwrs2AB","MFILW-000054","a0FRB00000UtJvB2AV","【実装】 インフラ構築/フロントエンド/バックエンド開発","4","1300000","5200000",,"a0CRB0000CcXZ6x2QG","要確認","反映済み","a01RB00001Vdyf1YAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrwrt2AB","MFILW-000055","a0FRB00000UtJvB2AV","【テスト・導入】 動作検証、導入支援","1","1300000","1300000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001Vdyf2YAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrx9p2AB","MFILW-000084","a0FRB00000UtK9v2AF","VISIOAL＿ベーシックプラン","3","85000","255000","a0CRB0000CcXZ6k2QG","a0CRB0000CcXZ6k2QG","確定済み","反映済み","a01RB00001VdyfPYAR","Matched by unit price."
"a0ERB00000Nrx9q2AB","MFILW-000085","a0FRB00000UtK9v2AF","既存写真との整合（敷地）","1","30000","30000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","要確認","反映済み","a01RB00001VdyfQYAR","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nrx9r2AB","MFILW-000086","a0FRB00000UtK9v2AF","詳細整合（インテリア）","2","25000","50000","a0CRB0000CcXZ6d2QG","a0CRB0000CcXZ6d2QG","要確認","反映済み","a01RB00001VdyfRYAR","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nrx9s2AB","MFILW-000087","a0FRB00000UtK9v2AF","確認タイミング追加","1","30000","30000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","要確認","反映済み","a01RB00001VdyfSYAR","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nrx9t2AB","MFILW-000088","a0FRB00000UtK9v2AF","追加修正","3","30000","90000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","要確認","反映済み","a01RB00001VdyfTYAR","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000NrxJG2AZ","MFILW-000104","a0FRB00000UtKGA2A3","VISIOAL_ベーシックプラン","1","70000","70000",,"a0CRB0000CcXZ6x2QG","確定済み","反映済み","a01RB00001VdyfgYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NrxJH2AZ","MFILW-000105","a0FRB00000UtKGA2A3","詳細整合（インテリア）","1","25000","25000","a0CRB0000CcXZ6d2QG","a0CRB0000CcXZ6d2QG","要確認","反映済み","a01RB00001VdyfhYAB","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000NrxJI2AZ","MFILW-000106","a0FRB00000UtKGA2A3","既存写真との整合（インテリア）","1","20000","20000",,"a0CRB0000CcXZ6x2QG","確定済み","反映済み","a01RB00001VdyfiYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NrxJJ2AZ","MFILW-000107","a0FRB00000UtKGA2A3","図面整合用モデリング","1","25000","25000","a0CRB0000CcXZ6d2QG","a0CRB0000CcXZ6d2QG","要確認","反映済み","a01RB00001VdyfjYAB","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000NrxJK2AZ","MFILW-000108","a0FRB00000UtKGA2A3","デモ確認","1","20000","20000",,"a0CRB0000CcXZ6x2QG","確定済み","反映済み","a01RB00001VdyfkYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NrxMX2AZ","MFILW-000113","a0FRB00000UtKJO2A3","AI北斎_ビジュアル作成費用","3","140000","420000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyfpYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NrxMY2AZ","MFILW-000114","a0FRB00000UtKJO2A3","額装","3","50000","150000","a0CRB0000CcXZ6e2QG","a0CRB0000CcXZ6e2QG","要確認","取得済み","a01RB00001VdyfqYAB","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000NrxMZ2AZ","MFILW-000115","a0FRB00000UtKJO2A3","北斎ディレクション費用","1","450000","450000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyfrYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NrxMa2AJ","MFILW-000116","a0FRB00000UtKJO2A3","事務局運営費用","1","850000","850000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyfsYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NrxMb2AJ","MFILW-000117","a0FRB00000UtKJP2A3","AI北斎_ビジュアル作成費用","3","140000","420000",,"a0CRB0000CcXZ6x2QG","要確認","要確認",,"Confirmed by migration rule: 受託開発"
"a0ERB00000NrxMc2AJ","MFILW-000118","a0FRB00000UtKJP2A3","額装","3","50000","150000","a0CRB0000CcXZ6e2QG","a0CRB0000CcXZ6e2QG","要確認","要確認",,"Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000NrxMd2AJ","MFILW-000119","a0FRB00000UtKJP2A3","北斎ディレクション費用","1","450000","450000",,"a0CRB0000CcXZ6x2QG","要確認","要確認",,"Confirmed by migration rule: 受託開発"
"a0ERB00000NrxMe2AJ","MFILW-000120","a0FRB00000UtKJP2A3","事務局運営費用","1","850000","850000",,"a0CRB0000CcXZ6x2QG","要確認","要確認",,"Confirmed by migration rule: 受託開発"
"a0ERB00000NrySD2AZ","MFILW-000155","a0FRB00000UtKjB2AV",,,,,,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VeDdvYAF","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrybu2AB","MFILW-000158","a0FRB00000Usb9g2AB","保守・運用費","1","1200000","1200000",,"a0CRB0000CcXZ6x2QG","要確認","反映済み","a01RB00001VdyekYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrybv2AB","MFILW-000159","a0FRB00000Usb9g2AB","運用サポート費","1","840000","840000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyelYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000Nrybw2AB","MFILW-000160","a0FRB00000Usb9g2AB","Renderyライセンス費","1","840000","840000",,"a0CRB0000CcXZ6x2QG","要確認","取得済み","a01RB00001VdyemYAB","Confirmed by migration rule: 受託開発"
"a0ERB00000NryiL2AR","MFILW-000185","a0FRB00000UtKuT2AV","テスト見積明細","3","10000","30000","a0CRB0000CcXZ6U2QW","a0CRB0000CcXZ6U2QW","要確認","取得済み",,"Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryjy2AB","MFILW-000187","a0FRB00000UtKw62AF","モニター等の機器設置作業","1","10000","10000","a0CRB0000CcXZ6U2QW","a0CRB0000CcXZ6U2QW","要確認","取得済み","a01RB00001VeDeMYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryjz2AB","MFILW-000188","a0FRB00000UtKw62AF","設置作業、動作確認","1","15000","15000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","要確認","反映済み","a01RB00001VeDeNYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryk02AB","MFILW-000189","a0FRB00000UtKw62AF","モニター等の機器撤去作業","1","10000","10000","a0CRB0000CcXZ6U2QW","a0CRB0000CcXZ6U2QW","要確認","取得済み","a01RB00001VeDeOYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryk12AB","MFILW-000190","a0FRB00000UtKw62AF","バックエンド：テスト用PCセットアップ","1","30000","30000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","要確認","取得済み","a01RB00001VeDePYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryk22AB","MFILW-000191","a0FRB00000UtKw62AF","バックエンド：小型モニターにiPad画面を表示","1","10000","10000","a0CRB0000CcXZ6U2QW","a0CRB0000CcXZ6U2QW","要確認","取得済み","a01RB00001VeDeQYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryk32AB","MFILW-000192","a0FRB00000UtKw62AF","フロントエンド：テスト用PCセットアップ","1","30000","30000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","要確認","取得済み","a01RB00001VeDeRYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryk42AB","MFILW-000193","a0FRB00000UtKw62AF","フロントエンド：花挙動変更","1","10000","10000","a0CRB0000CcXZ6U2QW","a0CRB0000CcXZ6U2QW","要確認","取得済み","a01RB00001VeDeSYAV","Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Nryk52AB","MFILW-000194","a0FRB00000UtKw62AF","フロントエンド：小型モニターにiPad画面を表示","1","20000","20000",,"a0CRB0000CcXZ6x2QG","要確認","反映済み","a01RB00001VeDeTYAV","Confirmed by migration rule: 受託開発"
"a0ERB00000Nryk62AB","MFILW-000195","a0FRB00000UtKw62AF","当日待機費用","3","5000","15000","a0CRB0000CcXZ6P2QW","a0CRB0000CcXZ6x2QG","要確認","反映済み","a01RB00001VeDeUYAV","Confirmed by migration rule: 受託開発"
"a0ERB00000NrzPt2AJ","MFILW-000206","a0FRB00000UtM9t2AF","テスト見積明細","3","10000","30000","a0CRB0000CcXZ6U2QW","a0CRB0000CcXZ6U2QW","要確認","取得済み",,"Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000NrzPu2AJ","MFILW-000207","a0FRB00000UtM9u2AF","Rendery(Pro用)・月額料金","6","8000","48000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み","a01RB00001VeDefYAF","Matched by unit price."
"a0ERB00000NrzPv2AJ","MFILW-000208","a0FRB00000UtM9v2AF","RenderyProプラン×３契約","3","8000","24000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み","a01RB00001Uvs57YAB","Matched by unit price."
"a0ERB00000OUtio2AD","MFILW-000233","a0FRB00000UtM9u2AF","Rendery(Pro用)・月額料金","6","8000","48000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojmib2AB","MFILW-000234","a0FRB00000Wi4gd2AB","着手金として","1","3000000","3000000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmic2AB","MFILW-000235","a0FRB00000Wi4ge2AB","AIによる空間提案ツール開発 （2026年6⽉-9⽉）",,,,,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmid2AB","MFILW-000236","a0FRB00000Wi4ge2AB","要件定義・コンサルティング","1","1600000","1600000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmie2AB","MFILW-000237","a0FRB00000Wi4ge2AB","UX/UIデザイン","1","1200000","1200000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmif2AB","MFILW-000238","a0FRB00000Wi4ge2AB","フロントエンド開発","1","2500000","2500000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmig2AB","MFILW-000239","a0FRB00000Wi4ge2AB","AI画像⽣成パイプライン","1","1000000","1000000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmih2AB","MFILW-000240","a0FRB00000Wi4ge2AB","バックエンド/API開発","1","3200000","3200000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmii2AB","MFILW-000241","a0FRB00000Wi4ge2AB","テスト・品質保証","1","600000","600000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmij2AB","MFILW-000242","a0FRB00000Wi4ge2AB","PM・運⽤準備","1","1600000","1600000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmik2AB","MFILW-000243","a0FRB00000Wi4ge2AB","システム保守運⽤費⽤ （2026年9⽉-2027年3⽉）",,,,,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmil2AB","MFILW-000244","a0FRB00000Wi4ge2AB","保守費用","7","50000","350000","a0CRB0000CcXZ6e2QG","a0CRB0000CcXZ6e2QG","要確認","取得済み",,"Matched by unit price.
要確認: 請求明細の件名と商品マスタ名が類似していません。金額一致だけで商品が選ばれている可能性があります。商品マスタを確認してください。"
"a0ERB00000Ojmim2AB","MFILW-000245","a0FRB00000Wi4ge2AB","AI 画像⽣成 API 費⽤ ※1000組×1組当たり4枚画像⽣成想定","7","48000","336000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmin2AB","MFILW-000246","a0FRB00000Wi4gf2AB","着手金","1","3510000","3510000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjmkD2AR","MFILW-000247","a0FRB00000WiSXe2AN","システム保守運用費＿2026年4-6月度","1","225000","225000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojmlp2AB","MFILW-000248","a0FRB00000Wic2L2AR","交通費","1","72630","72630",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjnGT2AZ","MFILW-000250","a0FRB00000WieAb2AJ","パースディレクション","1","495000","495000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjnGU2AZ","MFILW-000251","a0FRB00000WieAb2AJ","※パース製作も含む",,,,,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjnJh2AJ","MFILW-000252","a0FRB00000Wi6a42AB","プロポーザルに関するディレクション業務（着手金）","1","400000","400000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjnOX2AZ","MFILW-000253","a0FRB00000Wifcv2AB","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6i2QG","確定済み","取得済み","a01RB00001ZIOTpYAP","Matched by unit price."
"a0ERB00000OjnWg2AJ","MFILW-000259","a0FRB00000WicaJ2AR","[月額費用]Rendery Enterpriseプラン_13アカウント","13","15000","195000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjnWh2AJ","MFILW-000260","a0FRB00000WicaJ2AR","[月額費用]セキュリティオプション+_運用費用","1","100000","100000","a0CRB0000CcXZ6a2QG","a0CRB0000CcXZ6a2QG","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjnWj2AJ","MFILW-000262","a0FRB00000WicaL2AR","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfbYAH","Matched by unit price."
"a0ERB00000OjnWk2AJ","MFILW-000263","a0FRB00000WicaM2AR","KnockKnockAI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfcYAH","Matched by unit price."
"a0ERB00000OjnWl2AJ","MFILW-000264","a0FRB00000WicaN2AR","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjnWm2AJ","MFILW-000265","a0FRB00000WicaO2AR","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjnWn2AJ","MFILW-000266","a0FRB00000WicaP2AR","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfdYAH","Matched by unit price."
"a0ERB00000OjnWo2AJ","MFILW-000267","a0FRB00000WicaQ2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfeYAH","Matched by unit price."
"a0ERB00000OjnWq2AJ","MFILW-000269","a0FRB00000WicaS2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjnWr2AJ","MFILW-000270","a0FRB00000WicaT2AR","knock knock AI_Enterpriseプラン_1200クレジット","1100","145","159500",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjnWs2AJ","MFILW-000271","a0FRB00000WicaU2AR","knock knock AI_Basicプラン(月額)","3","11000","33000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQffYAH","Matched by unit price."
"a0ERB00000OjnWt2AJ","MFILW-000272","a0FRB00000WicaV2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfgYAH","Matched by unit price."
"a0ERB00000OjnWu2AJ","MFILW-000273","a0FRB00000WicaW2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfhYAH","Matched by unit price."
"a0ERB00000OjnWv2AJ","MFILW-000274","a0FRB00000WicaX2AR","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnd32AB","MFILW-000275","a0FRB00000WhTPL2A3","RenderyEnterpriseプラン_月額","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnd42AB","MFILW-000276","a0FRB00000WhTPM2A3","RenderyEnterpriseプラン_月額","4","11000","44000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnd52AB","MFILW-000277","a0FRB00000WhTPN2A3","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnd72AB","MFILW-000279","a0FRB00000WhTPP2A3","Rendery_Enterpriseプラン","15","11000","165000","a0CRB0000Ck3ReH2QU","a0CRB0000Ck3ReH2QU","要確認","取得済み",,"Exact ProductMaster.Name match."
"a0ERB00000OjndA2AR","MFILW-000282","a0FRB00000WhTPS2A3","Rendery(エンタープライズプラン)","5","11000","55000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfMYAX","Matched by unit price."
"a0ERB00000OjndB2AR","MFILW-000283","a0FRB00000WhTPT2A3","Rendery_Pro_月額","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjndD2AR","MFILW-000285","a0FRB00000WhTPV2A3","Rendery　エンタープライズプラン","4","11000","44000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjndF2AR","MFILW-000287","a0FRB00000WhTPX2A3","Rendery(エンタープライズプラン)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfPYAX","Matched by unit price."
"a0ERB00000OjndG2AR","MFILW-000288","a0FRB00000WhTPY2A3","Rendery　エンタープライズプラン(月額)","5","11000","55000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfQYAX","Matched by unit price."
"a0ERB00000OjndH2AR","MFILW-000289","a0FRB00000WhTPZ2A3","knock knock AI Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfRYAX","Matched by unit price."
"a0ERB00000OjndI2AR","MFILW-000290","a0FRB00000WhTPa2AN","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfSYAX","Matched by unit price."
"a0ERB00000OjndJ2AR","MFILW-000291","a0FRB00000WhTPb2AN","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfTYAX","Matched by unit price."
"a0ERB00000OjndK2AR","MFILW-000292","a0FRB00000WhTPc2AN","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjndM2AR","MFILW-000294","a0FRB00000WhTPe2AN","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnhv2AB","MFILW-000297","a0FRB00000WihDL2AZ","Rendery　エンタープライズプラン","50","11000","550000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","要確認","取得済み","a01RB00001ZIQfkYAH","Matched by unit price."
"a0ERB00000Ojnhw2AB","MFILW-000298","a0FRB00000WihDM2AZ","Rendery_Pro_月額利用料_注文番号：405342480","2","6400","12800","a0CRB0000CcXZ6R2QW","a0CRB0000CcXZ6R2QW","要確認","取得済み","a01RB00001ZIQflYAH","Matched by unit price."
"a0ERB00000Ojnhx2AB","MFILW-000299","a0FRB00000WihDN2AZ","Rendery_Pro_月額利用料","2","8000","16000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnhy2AB","MFILW-000300","a0FRB00000WihDO2AZ","Rendery Enterpriseプラン_10アカウント_月額","10","15000","150000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojnhz2AB","MFILW-000301","a0FRB00000WihDO2AZ","セキュリティオプション（シングルサインオン）_月額","1","30000","30000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojni12AB","MFILW-000303","a0FRB00000WihDQ2AZ","Rendery Enterpriseプラン5アカウント_年額","5","180000","900000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojni22AB","MFILW-000304","a0FRB00000WihDQ2AZ","年払い割引","5","-12000","-60000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojni32AB","MFILW-000305","a0FRB00000WihDR2AZ","Rendery Enterpriseプラン_月額","2","15000","30000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojni42AB","MFILW-000306","a0FRB00000WihDS2AZ","Rendery Enterpriseプラン_10アカウント_月払い費用","10","150000","1500000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojni52AB","MFILW-000307","a0FRB00000WihDT2AZ","Rendery_Proプラン_1アカウント(月額費用)","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000Ojni72AB","MFILW-000309","a0FRB00000WihDV2AZ","Rendery Enterpriseプラン6アカウント_年払い","6","180000","1080000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojni82AB","MFILW-000310","a0FRB00000WihDV2AZ","年払い割引","6","-12000","-72000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ojni92AB","MFILW-000311","a0FRB00000WihDW2AZ","Rendery Enterpriseプラン_1アカウント(26年6月-27年3月分)","10","15000","150000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","要確認","取得済み",,"Matched by unit price."
"a0ERB00000OjniA2AR","MFILW-000312","a0FRB00000WihDX2AZ","Rendery_Pro_1アカウント年間利用料(アーキデザイン株式会社様)","12","6400","76800","a0CRB0000CcXZ6R2QW","a0CRB0000CcXZ6R2QW","要確認","取得済み","a01RB00001ZIQfoYAH","Matched by unit price."
"a0ERB00000OjniC2AR","MFILW-000314","a0FRB00000WihDZ2AZ","Rendery Enterpriseプラン_3アカウント_月払い","3","16000","48000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjwBk2AJ","MFILW-000319","a0FRB00000WjSKK2A3","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBm2AJ","MFILW-000321","a0FRB00000WjSKM2A3","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBn2AJ","MFILW-000322","a0FRB00000WjSKN2A3","KnockKnockAI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
