"Id","Name","InvoiceWork__c","Description__c","Quantity__c","UnitPrice__c","LineAmount__c","SuggestedProductMaster__c","ConfirmedProductMaster__c","ProductResolveStatus__c","ImportStatus__c","CreatedInvoiceLine__c","ResolveMessage__c"
"a0ERB00000OjwBo2AJ","MFILW-000323","a0FRB00000WjSKO2A3","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBp2AJ","MFILW-000324","a0FRB00000WjSKP2A3","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBq2AJ","MFILW-000325","a0FRB00000WjSKQ2A3","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBr2AJ","MFILW-000326","a0FRB00000WjSKR2A3","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBt2AJ","MFILW-000328","a0FRB00000WjSKT2A3","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBu2AJ","MFILW-000329","a0FRB00000WjSKU2A3","knock knock AI_Enterpriseプラン_1200クレジット","1100","145","159500",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjwBv2AJ","MFILW-000330","a0FRB00000WjSKV2A3","knock knock AI_Basicプラン(月額)","3","11000","33000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBw2AJ","MFILW-000331","a0FRB00000WjSKW2A3","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBx2AJ","MFILW-000332","a0FRB00000WjSKX2A3","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBy2AJ","MFILW-000333","a0FRB00000WjSKY2A3","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwBz2AJ","MFILW-000334","a0FRB00000WjSKZ2A3","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwC02AJ","MFILW-000335","a0FRB00000WjSKa2AN","RenderyEnterpriseプラン_月額","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwQD2AZ","MFILW-000336","a0FRB00000WjTBV2A3","RenderyEnterpriseプラン_月額","4","11000","44000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwQE2AZ","MFILW-000337","a0FRB00000WjTBW2A3","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwQF2AZ","MFILW-000338","a0FRB00000WjTBX2A3","Rendery Enterpriseプラン_月額","5","11000","55000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwQL2AZ","MFILW-000344","a0FRB00000WjTBd2AN","Rendery_Pro_月額","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwQN2AZ","MFILW-000346","a0FRB00000WjTBf2AN","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwQO2AZ","MFILW-000347","a0FRB00000WjTBg2AN","Rendery　エンタープライズプラン","9","11000","99000","a0CRB0000CcXZ6T2QW",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwQS2AZ","MFILW-000351","a0FRB00000WjTBk2AN","knock knock AI Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwQT2AZ","MFILW-000352","a0FRB00000WjTBl2AN","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwQU2AZ","MFILW-000353","a0FRB00000WjTBm2AN","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwQV2AZ","MFILW-000354","a0FRB00000WjTBn2AN","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwWf2AJ","MFILW-000356","a0FRB00000WjTmb2AF","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwWh2AJ","MFILW-000358","a0FRB00000WjTmd2AF","Rendery_Pro_月額利用料(ジェイアール北海道エンジニアリング株式会社分)","6","6400","38400","a0CRB0000CcXZ6R2QW",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwWi2AJ","MFILW-000359","a0FRB00000WjTme2AF","Rendery_Pro_月額利用料_注文番号：405342479","2","6400","12800","a0CRB0000CcXZ6R2QW",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwWj2AJ","MFILW-000360","a0FRB00000WjTmf2AF","Rendery(Pro用)・月額料金","6","8000","48000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwWk2AJ","MFILW-000361","a0FRB00000WjTmg2AF","Rendery_Pro_月額利用料","2","8000","16000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwWm2AJ","MFILW-000363","a0FRB00000WjTmi2AF","Rendery Enterpriseプラン10アカウント_年払い","10","180000","1800000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjwWn2AJ","MFILW-000364","a0FRB00000WjTmi2AF","年払い割引","10","-12000","-120000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjwWo2AJ","MFILW-000365","a0FRB00000WjTmj2AF","Rendery Enterpriseプラン_10アカウント_月額","10","15000","150000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwWp2AJ","MFILW-000366","a0FRB00000WjTmj2AF","セキュリティオプション（シングルサインオン）_月額","1","30000","30000","a0CRB0000CcXZ6b2QG","a0CRB0000CcXZ6b2QG","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjwWr2AJ","MFILW-000368","a0FRB00000WjTml2AF","[月額費用]Rendery Enterpriseプラン_11アカウント","11","15000","165000","a0CRB0000CcXZ6V2QW",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjwWs2AJ","MFILW-000369","a0FRB00000WjTml2AF","[月額費用]セキュリティオプション+_運用費用","1","100000","100000","a0CRB0000CcXZ6a2QG",,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjwWt2AJ","MFILW-000370","a0FRB00000WjTmm2AF","Rendery Proプラン1アカウント_年払い","1","96000","96000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjzO52AJ","MFILW-000373","a0FRB00000Wj59D2AR","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzO62AJ","MFILW-000374","a0FRB00000Wj59E2AR","knock knock AI Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzO72AJ","MFILW-000375","a0FRB00000Wj59F2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzO92AJ","MFILW-000377","a0FRB00000Wj59H2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzOA2AZ","MFILW-000378","a0FRB00000Wj59I2AR","knock knock AI Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzOB2AZ","MFILW-000379","a0FRB00000Wj59J2AR","knock knock AI_Enterpriseプラン_1100クレジット","1100","145","159500",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000OjzOC2AZ","MFILW-000380","a0FRB00000Wj59K2AR","knock knock AI_Basicプラン(月額)","3","11000","33000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzOD2AZ","MFILW-000381","a0FRB00000Wj59L2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzOE2AZ","MFILW-000382","a0FRB00000Wj59M2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzOF2AZ","MFILW-000383","a0FRB00000Wj59N2AR","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000OjzOG2AZ","MFILW-000384","a0FRB00000Wj59O2AR","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjzOH2AZ","MFILW-000385","a0FRB00000Wj59P2AR","RenderyEnterpriseプラン_月額","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjzOI2AZ","MFILW-000386","a0FRB00000Wj59Q2AR","RenderyEnterpriseプラン_月額","4","11000","44000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjzOJ2AZ","MFILW-000387","a0FRB00000Wj59R2AR","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000OjzOK2AZ","MFILW-000388","a0FRB00000Wj59S2AR","Rendery Enterpriseプラン_月額","5","11000","55000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0FJ2AZ","MFILW-000393","a0FRB00000Wio6k2AB","Rendery Enterpriseプラン5アカウント_月額","5","15000","75000","a0CRB0000CcXZ6V2QW","a0CRB0000CcXZ6V2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0FK2AZ","MFILW-000394","a0FRB00000Wio6l2AB","Rendery_Pro_10アカウント_年間一括払い","12","80000","960000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ok0Yf2AJ","MFILW-000395","a0FRB00000Wjfvp2AB","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok0Yh2AJ","MFILW-000397","a0FRB00000Wjfvr2AB","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok0Yi2AJ","MFILW-000398","a0FRB00000Wjfvs2AB","knock knock AI_Enterpriseプラン_1200クレジット","1100","145","159500",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ok0Yj2AJ","MFILW-000399","a0FRB00000Wjfvt2AB","knock knock AI_Basicプラン(月額)","3","11000","33000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok0Yk2AJ","MFILW-000400","a0FRB00000Wjfvu2AB","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok0Yl2AJ","MFILW-000401","a0FRB00000Wjfvv2AB","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok0Ym2AJ","MFILW-000402","a0FRB00000Wjfvw2AB","knock knock AI_Basicプラン","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok0Yn2AJ","MFILW-000403","a0FRB00000Wjfvx2AB","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0Yo2AJ","MFILW-000404","a0FRB00000Wjfvy2AB","RenderyEnterpriseプラン_月額","1","11000","11000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0Yp2AJ","MFILW-000405","a0FRB00000Wjfvz2AB","RenderyEnterpriseプラン_月額","4","11000","44000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0Yq2AJ","MFILW-000406","a0FRB00000Wjfw02AB","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0Yr2AJ","MFILW-000407","a0FRB00000Wjfw12AB","Rendery Enterpriseプラン_月額","5","11000","55000","a0CRB0000CcXZ6T2QW","a0CRB0000CcXZ6T2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok0Yx2AJ","MFILW-000413","a0FRB00000Wjfw72AB","Rendery_Pro_月額","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok1052AB","MFILW-000415","a0FRB00000Wj5UA2AZ","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok1062AB","MFILW-000416","a0FRB00000Wj5UB2AZ","Rendery　エンタープライズプラン","9","11000","99000","a0CRB0000CcXZ6T2QW",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok10A2AR","MFILW-000420","a0FRB00000Wj5UF2AZ","knock knock AI Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok10B2AR","MFILW-000421","a0FRB00000Wj5UG2AZ","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok10C2AR","MFILW-000422","a0FRB00000Wj5UH2AZ","knock knock AI_Basicプラン(月額)","1","11000","11000","a0CRB0000CcXZ6i2QG",,"候補あり","取得済み",,"Matched by unit price and product name."
"a0ERB00000Ok10D2AR","MFILW-000423","a0FRB00000Wj5UI2AZ","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok10F2AR","MFILW-000425","a0FRB00000Wj5UK2AZ","Rendery_Pro_月額利用料","1","8000","8000","a0CRB0000CcXZ6Q2QW","a0CRB0000CcXZ6Q2QW","確定済み","取得済み",,"過去の確定済み明細と、明細名・単価・数量・金額・商品候補が完全一致したため自動確定しました。"
"a0ERB00000Ok10H2AR","MFILW-000427","a0FRB00000Wj5UM2AZ","着手金として","1","4710000","4710000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ok10J2AR","MFILW-000429","a0FRB00000Wj5UO2AZ","Rendery_Pro(2026年4月- 2027年3月)","1","96000","96000",,,"要確認","取得済み",,"No ProductMaster candidate found."
"a0ERB00000Ok10L2AR","MFILW-000431","a0FRB00000Wj5UQ2AZ","Rendery_Pro_月額利用料_注文番号：405016881","2","6400","12800","a0CRB0000CcXZ6R2QW",,"候補あり","取得済み",,"Matched by unit price and product name."
