"Id","Name","FreeeInvoiceId__c","FreeeInvoiceNumber__c","PartnerName__c","BillingDate__c","InvoiceAmount__c","ImportStatus__c","ResolvedAccount__c","ResolvedContract__c","ResolvedContractPeriod__c","CreatedInvoice__c","ValidationMessage__c"
"a0FRB00000WjTBm2AN","MFIW-000254","58573661","INV-0000001256","株式会社アズスタット","2026-05-20","12100","要確認","001RB00001VTqnHYAT","a04RB00000kUAQ3YAO","a0BRB00000ynn5v2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjTBn2AN","MFIW-000255","58573663","INV-0000001257","九州旅客鉄道株式会社(開発工事部)","2026-05-20","8800","要確認","001RB00001br9KQYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WjTmb2AF","MFIW-000257","58573667","INV-0000001259","株式会社ＬＩＸＩＬ住宅研究所","2026-05-20","8800","要確認","001RB00001br9KOYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WjTmd2AF","MFIW-000259","58690508","INV-0000001263","株式会社大塚商会","2026-05-20","42240","要確認","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjTme2AF","MFIW-000260","58690758","INV-0000001264","株式会社大塚商会","2026-05-20","14080","要確認","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjTmf2AF","MFIW-000261","58691585","INV-0000001265","株式会社アーキテクト・ディベロッパー","2026-05-20","52800","要確認","001RB00001VcyFPYAZ",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WjTmg2AF","MFIW-000262","58708849","INV-0000001267","三菱地所株式会社(DX推進部)","2026-05-20","17600","要確認","001RB00001br9KdYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WjTmi2AF","MFIW-000264","58709686","INV-0000001269","日鉄興和不動産株式会社","2026-05-20","1848000","要確認","001RB00001VTrnKYAT","a04RB00000kUAOqYAO","a0BRB00000ynb6l2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjTmj2AF","MFIW-000265","58710933","INV-0000001270","野村不動産株式会社","2026-05-20","198000","要確認","001RB00001VTCYEYA5",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WjTml2AF","MFIW-000267","58711460","INV-0000001272","近鉄不動産株式会社","2026-05-20","291500","要確認","001RB00001VTrvcYAD",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WjTmm2AF","MFIW-000268","58712318","INV-0000001273","若築建設株式会社","2026-05-20","105600","要確認","001RB00001VTrmvYAD","a04RB00000kUAPGYA4","a0BRB00000ynn572AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000UtKuT2AV","MFIW-000114","58733986","INV-0000001275","SFテスト","2026-05-21","33000","要確認","001RB00001OSC9bYAH",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000UtKw62AF","MFIW-000116","58940950","INV-0000001279","クウジット株式会社","2026-05-22","165000","要確認","001RB00001VcyFKYAZ","a04RB00000kVL7KYAW","a0BRB00000ypw5r2AA","a00RB000024Ux5jYAC","同じfreee請求書IDのSalesforce請求は存在しますが、すべての請求明細を照合できませんでした。既存の請求明細と移行Workの明細を確認してください。"
"a0FRB00000UtM9t2AF","MFIW-000125","58810995","INV-0000001276","どさんこ不動産","2026-06-19","33000","要確認","001RB00001c9XXpYAM",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000UtM9u2AF","MFIW-000126","59151137","INV-0000001282","帝国不動産株式会社","2026-06-19","52800","要確認","001RB00001VcyFPYAZ","a04RB00000kVL7hYAG","a0BRB00000ypw6N2AQ","a00RB000024Vf24YAC","請求金額と明細合計が一致していません。請求金額=52800、明細合計=105600"
"a0FRB00000UtM9v2AF","MFIW-000127","60979452","INV-0000001368","不動産A株式会社","2026-06-19","26400","要確認","001RB00001UvdpFYAR",,,"a00RB000023liu7YAA","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Wifcv2AB","MFIW-000158","60861151","INV-0000001317","TC神鋼不動産株式会社","2026-06-20","12100","要確認","001RB00001VTqfsYAD","a04RB00000kUAPzYAO","a0BRB0000124lpu2AA","a00RB000027flsLYAQ","同じfreee請求書IDのSalesforce請求は存在しますが、すべての請求明細を照合できませんでした。既存の請求明細と移行Workの明細を確認してください。"
"a0FRB00000WicaJ2AR","MFIW-000164","60792923","INV-0000001313","近鉄不動産株式会社","2026-06-20","324500","要確認","001RB00001VTrvcYAD",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WicaL2AR","MFIW-000166","60861149","INV-0000001316","株式会社TAKUTO","2026-06-20","12100","要確認","001RB00001VTtIfYAL","a04RB00000kUAQ0YAO","a0BRB00000ynn5s2AA","a00RB000027fzNjYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WicaM2AR","MFIW-000167","60861153","INV-0000001318","ONETEAM不動産","2026-06-20","12100","要確認","001RB00001VTtIdYAL","a04RB00000kUAPxYAO","a0BRB00000ynn5p2AA","a00RB000027fzNkYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「KnockKnockAI_Basicプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WicaN2AR","MFIW-000168","60861154","INV-0000001319","株式会社ハートランド","2026-06-20","12100","要確認","001RB00001VTtIcYAL",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WicaO2AR","MFIW-000169","60861155","INV-0000001320","西和不動産株式会社 栗東店","2026-06-20","12100","要確認","001RB00001br9KVYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WicaP2AR","MFIW-000170","60861156","INV-0000001321","株式会社香川不動産買取センター","2026-06-20","12100","要確認","001RB00001VTqaKYAT","a04RB00000kUAPnYAO","a0BRB00000ynn5f2AA","a00RB000027fzNlYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI Basicプラン」の商品マスタを確認してください。"
"a0FRB00000WicaQ2AR","MFIW-000171","60861157","INV-0000001322","株式会社博進コスモプラザ","2026-06-20","12100","要確認","001RB00001VTtIXYA1","a04RB00000kUAPlYAO","a0BRB00000ynn5d2AA","a00RB000027fzNmYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン」の商品マスタを確認してください。"
"a0FRB00000WicaS2AR","MFIW-000173","60861159","INV-0000001324","株式会社ヨコハマ地所","2026-06-20","12100","要確認","001RB00001br9KKYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WicaT2AR","MFIW-000174","60861161","INV-0000001325","リアルティホールディングス株式会社","2026-06-20","175450","要確認","001RB00001VTtIUYA1","a04RB00000kUAPdYAO","a0BRB00000ynn5V2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WicaU2AR","MFIW-000175","60861162","INV-0000001326","株式会社穂積住宅","2026-06-20","36300","要確認","001RB00001VTqaGYAT","a04RB00000kUAPbYAO","a0BRB00000ynn5T2AQ","a00RB000027fzNnYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WicaV2AR","MFIW-000176","60861164","INV-0000001327","株式会社イーグランド","2026-06-20","12100","要確認","001RB00001VTqZVYA1","a04RB00000kUAPXYA4","a0BRB00000ynn5P2AQ","a00RB000027fzNoYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン」の商品マスタを確認してください。"
"a0FRB00000WicaW2AR","MFIW-000177","60861166","INV-0000001328","株式会社ハウスプラザ","2026-06-20","12100","要確認","001RB00001VTqZpYAL","a04RB00000kUAPVYA4","a0BRB00000ynn5N2AQ","a00RB000027fzNpYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン」の商品マスタを確認してください。"
"a0FRB00000WicaX2AR","MFIW-000178","60861167","INV-0000001329","株式会社JR東日本建築設計","2026-06-20","8800","要確認","001RB00001br9KSYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPL2A3","MFIW-000179","60861169","INV-0000001330","アイリスオーヤマ株式会社(空間デザイン部)","2026-06-20","12100","要確認","001RB00001br9KgYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPM2A3","MFIW-000180","60861170","INV-0000001331","アイリスオーヤマ株式会社(ストアソリューション営業部ストアデザインチーム)","2026-06-20","48400","要確認","001RB00001br9KfYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPN2A3","MFIW-000181","60861171","INV-0000001332","九州旅客鉄道株式会社(博多設備区)","2026-06-20","8800","要確認","001RB00001br9KNYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPP2A3","MFIW-000183","60861173","INV-0000001334","株式会社デザインアーク","2026-06-20","181500","要確認","001RB00001VTruAYAT",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPS2A3","MFIW-000186","60861177","INV-0000001337","47内装株式会社","2026-06-20","60500","要確認","001RB00001VTCYGYA5","a04RB00000kUAO1YAO","a0BRB00000ynb5w2AA","a00RB000027fzNUYAY","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery(エンタープライズプラン)」の商品マスタを確認してください。"
"a0FRB00000WhTPT2A3","MFIW-000187","60861179","INV-0000001338","九州旅客鉄道株式会社(建設工事部施設課)","2026-06-20","8800","要確認","001RB00001br9KLYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPV2A3","MFIW-000189","60861181","INV-0000001340","東急リゾーツ＆ステイ株式会社","2026-06-20","48400","要確認","001RB00001br9KMYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPX2A3","MFIW-000191","60861183","INV-0000001342","東急株式会社","2026-06-20","12100","要確認","001RB00001VTrs0YAD","a04RB00000kUANgYAO","a0BRB00000ynb5b2AA","a00RB000027fzNXYAY","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery(エンタープライズプラン)」の商品マスタを確認してください。"
"a0FRB00000WhTPY2A3","MFIW-000192","60861184","INV-0000001343","戸田建設株式会社","2026-06-20","60500","要確認","001RB00001VTrmnYAD","a04RB00000kUAO0YAO","a0BRB00000ynb5v2AA","a00RB000027fzNYYAY","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery　エンタープライズプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WhTPZ2A3","MFIW-000193","60861185","INV-0000001344","株式会社エージェント","2026-06-20","12100","要確認","001RB00001VTqZWYA1","a04RB00000kUAPjYAO","a0BRB00000ynn5b2AA","a00RB000027fzNZYAY","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI Basicプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WhTPa2AN","MFIW-000194","60861186","INV-0000001345","ホームトレードセンター株式会社","2026-06-20","12100","要確認","001RB00001VTqnbYAD","a04RB00000kUAQ2YAO","a0BRB00000ynn5u2AA","a00RB000027fzNaYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WhTPb2AN","MFIW-000195","60861187","INV-0000001346","株式会社アズスタット","2026-06-20","12100","要確認","001RB00001VTqnHYAT","a04RB00000kUAQ3YAO","a0BRB00000ynn5v2AA","a00RB000027fzNbYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「knock knock AI_Basicプラン(月額)」の商品マスタを確認してください。"
"a0FRB00000WhTPc2AN","MFIW-000196","60861188","INV-0000001347","九州旅客鉄道株式会社(開発工事部)","2026-06-20","8800","要確認","001RB00001br9KQYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WhTPe2AN","MFIW-000198","60861191","INV-0000001349","株式会社ＬＩＸＩＬ住宅研究所","2026-06-20","8800","要確認","001RB00001br9KOYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WihDL2AZ","MFIW-000201","60900081","INV-0000001352","株式会社フロンティアコンサルティング","2026-06-20","605000","要確認","001RB00001VTqlHYAT","a04RB00000kUANiYAO","a0BRB00000ynb5d2AA","a00RB000027fzNsYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery　エンタープライズプラン」の商品マスタを確認してください。"
"a0FRB00000WihDM2AZ","MFIW-000202","60901483","INV-0000001353","株式会社大塚商会","2026-06-20","14080","要確認","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ","a00RB000027fzNtYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery_Pro_月額利用料_注文番号：405342480」の商品マスタを確認してください。"
"a0FRB00000WihDN2AZ","MFIW-000203","60904124","INV-0000001354","三菱地所株式会社(DX推進部)","2026-06-20","17600","要確認","001RB00001br9KdYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WihDO2AZ","MFIW-000204","60905395","INV-0000001355","野村不動産株式会社","2026-06-20","198000","要確認","001RB00001VTCYEYA5",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WihDQ2AZ","MFIW-000206","60906771","INV-0000001357","梅林建設株式会社","2026-06-20","924000","要確認","001RB00001VTrkSYAT","a04RB00000kUAPJYA4","a0BRB00000ynn5A2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WihDR2AZ","MFIW-000207","60907136","INV-0000001358","株式会社デザインアーク（東京スペースソリューション第１営業所）","2026-06-20","33000","要確認","001RB00001br9KYYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WihDS2AZ","MFIW-000208","60907570","INV-0000001359","株式会社NTTファシリティーズ","2026-06-20","1650000","要確認","001RB00001br9KJYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WihDT2AZ","MFIW-000209","60946048","INV-0000001360","合同会社小島屋","2026-06-20","8800","要確認","001RB00001br9KIYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WihDV2AZ","MFIW-000211","60952602","INV-0000001362","創建ホーム株式会社","2026-06-20","1108800","要確認","001RB00001VTrm3YAD","a04RB00000kUAPOYA4","a0BRB00000ynn5F2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WihDW2AZ","MFIW-000212","60952846","INV-0000001363","株式会社コスモスイニシア（流通事業部）","2026-06-20","165000","要確認","001RB00001br9KcYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000WihDX2AZ","MFIW-000213","60953208","INV-0000001364","株式会社大塚商会","2026-06-20","84480","要確認","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ","a00RB000027fzNwYAI","請求明細の件名と商品マスタ名が類似していないため、請求作成を停止しました。金額一致だけで商品が選ばれている可能性があります。明細「Rendery_Pro_1アカウント年間利用料(アーキデザイン株式会社様)」の商品マスタを確認してください。"
"a0FRB00000WihDZ2AZ","MFIW-000215","60953721","INV-0000001366","三菱地所レジデンス株式会社","2026-06-20","52800","要確認","001RB00001VTqf7YAD","a04RB00000kUAOjYAO","a0BRB00000ynb6e2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WieAb2AJ","MFIW-000156","61438597","INV-0000001370","コクヨ株式会社 ワークプレイス事業本部 スペースソリューション本部","2026-06-25","544500","要確認","001RB00001br9KXYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Wi6a42AB","MFIW-000157","61466312","INV-0000001371","株式会社コスモスイニシア","2026-06-26","440000","要確認","001RB00001VTqgBYAT",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Wi4gd2AB","MFIW-000150","61624916","INV-0000001372","株式会社オリバー","2026-06-29","3300000","要確認","001RB00001VTqjbYAD",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Wi4ge2AB","MFIW-000151","61633340","INV-0000001373","株式会社ＬＩＸＩＬ","2026-06-29","13624600","要確認","001RB00001br9KhYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Wi4gf2AB","MFIW-000152","61633945","INV-0000001374","株式会社ＬＩＸＩＬ","2026-06-29","3861000","要確認","001RB00001br9KhYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000WiSXe2AN","MFIW-000153","62159546","INV-0000001375","クウジット株式会社","2026-07-02","247500","要確認","001RB00001VcyFKYAZ",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Wic2L2AR","MFIW-000154","62334543","INV-0000001376","梅林建設株式会社","2026-07-03","72630","要確認","001RB00001VTrkSYAT","a04RB00000kUAPJYA4","a0BRB00000ynn5A2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
請求金額と明細合計が一致していません。請求金額=72630、明細合計=79893"
"a0FRB00000XX8tV2AT","MFIW-000373","62557474","INV-0000001379","愛知建築士会","2026-07-07","127800","要確認","001RB00001br9KUYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。
請求金額と明細合計が一致していません。請求金額=127800、明細合計=140580"
"a0FRB00000YomM12AJ","MFIW-000374","62989809","INV-0000001380","野村不動産株式会社","2026-07-14","495000","要確認","001RB00001VTCYEYA5",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Ypg4s2AB","MFIW-000375","63077917","INV-0000001381","三井不動産レジデンシャルリース株式会社(ソリューション推進部)","2026-07-20","145200","要確認","001RB00001br9KbYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Ypg4t2AB","MFIW-000376","63077925","INV-0000001382","株式会社ケン・プロパティマネジメント","2026-07-20","12100","要確認","001RB00001VTrGkYAL","a04RB00000kUAQAYA4","a0BRB00000ynn622AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Ypg4u2AB","MFIW-000377","63077927","INV-0000001383","株式会社三越伊勢丹プロパティ・デザイン","2026-07-20","52800","要確認","001RB00001br9KWYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Ypg4v2AB","MFIW-000378","63077930","INV-0000001384","株式会社アールシーコア","2026-07-20","275000","要確認","001RB00001VTqxQYAT",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Ypg4y2AB","MFIW-000381","63077938","INV-0000001387","株式会社錢高組","2026-07-20","26400","要確認","001RB00001br9KaYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Ypg512AB","MFIW-000384","63077945","INV-0000001390","株式会社建新","2026-07-20","12100","要確認","001RB00001VTtIiYAL","a04RB00000kUAQBYA4","a0BRB00000ynn632AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YptF02AJ","MFIW-000386","63077950","INV-0000001392","柏井建設株式会社","2026-07-20","82500","要確認","001RB00001br9KeYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000YptF22AJ","MFIW-000388","63077956","INV-0000001394","コンチネンタルホーム株式会社","2026-07-20","44000","要確認","001RB00001VTqgHYAT","a04RB00000miHmIYAU","a0BRB000011R30j2AC",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Yq7Em2AJ","MFIW-000398","63077980","INV-0000001404","近鉄不動産株式会社","2026-07-20","308000","要確認","001RB00001VTrvcYAD",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000Yq7Ep2AJ","MFIW-000401","63077988","INV-0000001407","株式会社デザインアーク（東京スペースソリューション第１営業所）","2026-07-20","33000","要確認","001RB00001br9KYYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Yq7Er2AJ","MFIW-000403","63077993","INV-0000001409","合同会社小島屋","2026-07-20","8800","要確認","001RB00001br9KIYAY",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"a0FRB00000Yq7Es2AJ","MFIW-000404","63077995","INV-0000001410","三菱地所レジデンス株式会社","2026-07-20","52800","要確認","001RB00001VTqf7YAD","a04RB00000kUAOjYAO","a0BRB00000ynb6e2AA",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqK3t2AF","MFIW-000405","63110944","INV-0000001411","株式会社野村工務店","2026-07-20","1584000","要確認","001RB00001VTrr2YAD",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqK3u2AF","MFIW-000406","63110969","INV-0000001412","株式会社サンテン・コーポレーション","2026-07-20","35200","要確認","001RB00001VTrRuYAL",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqK3v2AF","MFIW-000407","63120578","INV-0000001413","株式会社パインウェル","2026-07-20","8800","要確認","001RB00001b3qNeYAI",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。
商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqK3y2AF","MFIW-000410","63125575","INV-0000001416","株式会社大塚商会","2026-07-20","14080","要確認","001RB00001VTqleYAD","a04RB00000kUAObYAO","a0BRB00000ynb6W2AQ",,"商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"a0FRB00000YqK3z2AF","MFIW-000411","63125666","INV-0000001417","帝国不動産株式会社","2026-07-20","52800","要確認","001RB00001VcyFPYAZ",,,,"契約管理を特定できません。取引先に有効な契約管理があるか確認してください。
契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
