"Id","Name","FreeeInvoiceId__c","ImportStatus__c","CreatedInvoice__c","CreatedInvoiceFreeeId","CreatedInvoiceExternalKey","ResolvedAccount__c","ResolvedContract__c","ResolvedContractPeriod__c","ValidationMessage__c"
"a0FRB00000WjTBi2AN","MFIW-000250","58573652","反映済み","a00RB00002Am2B3YAJ","58573652","freee_invoice:3687550:58573652","001RB00001VTrs0YAD","a04RB00000kUANgYAO","a0BRB00000ynb5b2AA",
"a0FRB00000WjTBj2AN","MFIW-000251","58573654","反映済み","a00RB00002Am2B4YAJ","58573654","freee_invoice:3687550:58573654","001RB00001VTrmnYAD","a04RB00000kUAO0YAO","a0BRB00000ynb5v2AA",
"a0FRB00000WjTBo2AN","MFIW-000256","58573666","反映済み","a00RB00002Am2B5YAJ","58573666","freee_invoice:3687550:58573666","001RB00001VTqmBYAT","a04RB00000kUAORYA4","a0BRB00000ynb6M2AQ",
"a0FRB00000WjTmc2AF","MFIW-000258","58573670","反映済み","a00RB00002Am2B6YAJ","58573670","freee_invoice:3687550:58573670","001RB00001VTqbqYAD","a04RB00000kUAQ6YAO","a0BRB00000ynn5y2AA",
"a0FRB00000WjTmh2AF","MFIW-000263","58709445","反映済み","a00RB00002Am2B7YAJ","58709445","freee_invoice:3687550:58709445","001RB00001VTqf7YAD","a04RB00000kUAOjYAO","a0BRB00000ynb6e2AA",
"a0FRB00000WjTmk2AF","MFIW-000266","58711258","反映済み","a00RB00002Am2B8YAJ","58711258","freee_invoice:3687550:58711258","001RB00001VTrqdYAD","a04RB00000kUAP7YAO","a0BRB00000ynb722AA",
"a0FRB00000WjTmn2AF","MFIW-000269","58712978","反映済み","a00RB00002Am2B9YAJ","58712978","freee_invoice:3687550:58712978","001RB00001VTro2YAD","a04RB00000kUAPHYA4","a0BRB00000ynn582AA",
"a0FRB00000WjTmo2AF","MFIW-000270","62350333","反映済み","a00RB00002Am2BAYAZ","62350333","freee_invoice:3687550:62350333","001RB00001VTCZZYA5","a04RB00000kUAPIYA4","a0BRB00000ynn592AA",
"a0FRB00000Wjfvq2AB","MFIW-000294","56527529","反映済み","a00RB00002Am2BBYAZ","56527529","freee_invoice:3687550:56527529","001RB00001VTtIWYA1","a04RB00000kUAPiYAO","a0BRB0000124juY2AQ",
"a0FRB00000Wjfw22AB","MFIW-000306","56527545","反映済み","a00RB00002Am2BCYAZ","56527545","freee_invoice:3687550:56527545","001RB00001VTqbbYAD","a04RB00000kUAOFYA4","a0BRB00000ynb6A2AQ",
"a0FRB00000Wjfw42AB","MFIW-000308","56527548","反映済み","a00RB00002Am2BDYAZ","56527548","freee_invoice:3687550:56527548","001RB00001VTqU3YAL","a04RB00000kUAO7YAO","a0BRB00000ynb622AA",
"a0FRB00000Wjfw52AB","MFIW-000309","56527550","反映済み","a00RB00002Am2BEYAZ","56527550","freee_invoice:3687550:56527550","001RB00001VTCYFYA5","a04RB00000kUAO2YAO","a0BRB00000ynb5x2AA",
"a0FRB00000Wjfw62AB","MFIW-000310","56527551","反映済み","a00RB00002Am2BFYAZ","56527551","freee_invoice:3687550:56527551","001RB00001VTCYGYA5","a04RB00000kUAO1YAO","a0BRB00000ynb5w2AA",
"a0FRB00000Wjfw82AB","MFIW-000312","56527553","反映済み","a00RB00002Am2BGYAZ","56527553","freee_invoice:3687550:56527553","001RB00001VTqUoYAL","a04RB00000kUANwYAO","a0BRB00000ynb5r2AA",
"a0FRB00000WjhrB2AR","MFIW-000353","54153856","反映済み","a00RB00002Am2BHYAZ","54153856","freee_invoice:3687550:54153856","001RB00001VTCYGYA5","a04RB00000kUAO1YAO","a0BRB00000ynb5w2AA",
"a0FRB00000WjhrD2AR","MFIW-000355","54153858","反映済み","a00RB00002Am2BIYAZ","54153858","freee_invoice:3687550:54153858","001RB00001VTqUoYAL","a04RB00000kUANwYAO","a0BRB00000ynb5r2AA",
"a0FRB00000WjhrG2AR","MFIW-000358","54153862","反映済み","a00RB00002Am2BJYAZ","54153862","freee_invoice:3687550:54153862","001RB00001VTqlOYAT","a04RB00000kUANmYAO","a0BRB00000ynb5h2AA",
"a0FRB00000WjhrI2AR","MFIW-000360","54153865","反映済み","a00RB00002Am2BKYAZ","54153865","freee_invoice:3687550:54153865","001RB00001VTrs0YAD","a04RB00000kUANgYAO","a0BRB00000ynb5b2AA",
"a0FRB00000WjhrJ2AR","MFIW-000361","54153866","反映済み","a00RB00002Am2BLYAZ","54153866","freee_invoice:3687550:54153866","001RB00001VTrmnYAD","a04RB00000kUAO0YAO","a0BRB00000ynb5v2AA",
"a0FRB00000WjhzI2AR","MFIW-000366","54153874","反映済み","a00RB00002Am2BMYAZ","54153874","freee_invoice:3687550:54153874","001RB00001VTqmBYAT","a04RB00000kUAORYA4","a0BRB00000ynb6M2AQ",
"a0FRB00000WjhzL2AR","MFIW-000369","54153880","反映済み","a00RB00002Am2BNYAZ","54153880","freee_invoice:3687550:54153880","001RB00001VTqbqYAD","a04RB00000kUAQ6YAO","a0BRB00000ynn5y2AA",
"a0FRB00000WjhzO2AR","MFIW-000372","54246390","反映済み","a00RB00002Am2BOYAZ","54246390","freee_invoice:3687550:54246390","001RB00001VTqf7YAD","a04RB00000kUAOjYAO","a0BRB00000ynb6e2AA",
"a0FRB00000Ypg4w2AB","MFIW-000379","63077933","反映済み","a00RB00002Am2BPYAZ","63077933","freee_invoice:3687550:63077933","001RB00001VTqy1YAD","a04RB00000kUAOgYAO","a0BRB00000ynb6b2AA",
"a0FRB00000Ypg4x2AB","MFIW-000380","63077936","反映済み","a00RB00002Am2BQYAZ","63077936","freee_invoice:3687550:63077936","001RB00001VTqatYAD","a04RB00000kUAQ9YAO","a0BRB00000ynn612AA",
"a0FRB00000Ypg4z2AB","MFIW-000382","63077941","反映済み","a00RB00002Am2BRYAZ","63077941","freee_invoice:3687550:63077941","001RB00001VTr0hYAD","a04RB00000kUAOhYAO","a0BRB00000ynb6c2AA",
"a0FRB00000Ypg502AB","MFIW-000383","63077943","反映済み","a00RB00002Am2BSYAZ","63077943","freee_invoice:3687550:63077943","001RB00001VTrkYYAT","a04RB00000kUAQCYA4","a0BRB00000ynn642AA",
"a0FRB00000YptEz2AJ","MFIW-000385","63077948","反映済み","a00RB00002Am2BTYAZ","63077948","freee_invoice:3687550:63077948","001RB00001VTrkRYAT","a04RB00000kUAOtYAO","a0BRB00000ynb6o2AA",
"a0FRB00000YptF12AJ","MFIW-000387","63077953","反映済み","a00RB00002Am2BUYAZ","63077953","freee_invoice:3687550:63077953","001RB00001VTrlBYAT","a04RB00000kUAOyYAO","a0BRB00000ynb6t2AA",
"a0FRB00000YptF32AJ","MFIW-000389","63077959","反映済み","a00RB00002Am2BVYAZ","63077959","freee_invoice:3687550:63077959","001RB00001VTqeXYAT","a04RB00000kUAP3YAO","a0BRB00000ynb6y2AA",
"a0FRB00000YptF42AJ","MFIW-000390","63077961","反映済み","a00RB00002Am2BWYAZ","63077961","freee_invoice:3687550:63077961","001RB00001VTrkbYAD","a04RB00000kUAP5YAO","a0BRB00000ynb702AA",
"a0FRB00000YptF52AJ","MFIW-000391","63077963","反映済み","a00RB00002Am2BXYAZ","63077963","freee_invoice:3687550:63077963","001RB00001VTrlqYAD","a04RB00000kUAP6YAO","a0BRB00000ynb712AA",
"a0FRB00000YptF62AJ","MFIW-000392","63077966","反映済み","a00RB00002Am2BYYAZ","63077966","freee_invoice:3687550:63077966","001RB00001VTrqdYAD","a04RB00000kUAP7YAO","a0BRB00000ynb722AA",
"a0FRB00000YptF72AJ","MFIW-000393","63077968","反映済み","a00RB00002Am2BZYAZ","63077968","freee_invoice:3687550:63077968","001RB00001VTqnvYAD","a04RB00000kUAP4YAO","a0BRB00000ynb6z2AA",
"a0FRB00000YptF82AJ","MFIW-000394","63077971","反映済み","a00RB00002Am2BaYAJ","63077971","freee_invoice:3687550:63077971","001RB00001VTrqeYAD","a04RB00000kUAPAYA4","a0BRB00000ynb752AA",
"a0FRB00000Yq7Ej2AJ","MFIW-000395","63077973","反映済み","a00RB00002Am2BbYAJ","63077973","freee_invoice:3687550:63077973","001RB00001VTrUSYA1","a04RB00000kUAP1YAO","a0BRB00000ynb6w2AA",
"a0FRB00000Yq7Ek2AJ","MFIW-000396","63077976","反映済み","a00RB00002Am2BcYAJ","63077976","freee_invoice:3687550:63077976","001RB00001VTqU8YAL","a04RB00000kUAPEYA4","a0BRB00000ynn552AA",
"a0FRB00000Yq7El2AJ","MFIW-000397","63077979","反映済み","a00RB00002Am2BdYAJ","63077979","freee_invoice:3687550:63077979","001RB00001VTrYEYA1","a04RB00000kUAPBYA4","a0BRB00000ynb762AA",
"a0FRB00000Yq7En2AJ","MFIW-000399","63077983","反映済み","a00RB00002Am2BeYAJ","63077983","freee_invoice:3687550:63077983","001RB00001VTro2YAD","a04RB00000kUAPHYA4","a0BRB00000ynn582AA",
"a0FRB00000Yq7Eo2AJ","MFIW-000400","63077986","反映済み","a00RB00002Am2BfYAJ","63077986","freee_invoice:3687550:63077986","001RB00001VTqkQYAT","a04RB00000kUAPFYA4","a0BRB00000ynn562AA",
"a0FRB00000Yq7Eq2AJ","MFIW-000402","63077990","反映済み","a00RB00002Am2BgYAJ","63077990","freee_invoice:3687550:63077990","001RB00001VTqsxYAD","a04RB00000kUAOnYAO","a0BRB00000ynb6i2AA",
"a0FRB00000YqK3w2AF","MFIW-000408","63124834","反映済み","a00RB00002Am2BhYAJ","63124834","freee_invoice:3687550:63124834","001RB00001VTqlYYAT","a04RB00000kUANdYAO","a0BRB00000ynb5Y2AQ",
"a0FRB00000YqK3x2AF","MFIW-000409","63125492","反映済み","a00RB00002Am2BiYAJ","63125492","freee_invoice:3687550:63125492","001RB00001VTqlHYAT","a04RB00000kUANiYAO","a0BRB00000ynb5d2AA",
"a0FRB00000YqLuV2AV","MFIW-000430","63150558","反映済み","a00RB00002Am2BjYAJ","63150558","freee_invoice:3687550:63150558","001RB00001VTqbbYAD","a04RB00000kUAOFYA4","a0BRB00000ynb6A2AQ",
"a0FRB00000YqLuX2AV","MFIW-000432","63150563","反映済み","a00RB00002Am2BkYAJ","63150563","freee_invoice:3687550:63150563","001RB00001VTqU3YAL","a04RB00000kUAO7YAO","a0BRB00000ynb622AA",
"a0FRB00000YqLuY2AV","MFIW-000433","63150566","反映済み","a00RB00002Am2BlYAJ","63150566","freee_invoice:3687550:63150566","001RB00001VTCYFYA5","a04RB00000kUAO2YAO","a0BRB00000ynb5x2AA",
"a0FRB00000YqLuZ2AV","MFIW-000434","63150567","反映済み","a00RB00002Am2BmYAJ","63150567","freee_invoice:3687550:63150567","001RB00001VTCYGYA5","a04RB00000kUAO1YAO","a0BRB00000ynb5w2AA",
"a0FRB00000YqSO72AN","MFIW-000420","63150543","反映済み","a00RB00002Am2BnYAJ","63150543","freee_invoice:3687550:63150543","001RB00001VTtIWYA1","a04RB00000kUAPiYAO","a0BRB0000124jub2AA",
"a0FRB00000Yr46k2AB","MFIW-000436","63150569","反映済み","a00RB00002Am2BoYAJ","63150569","freee_invoice:3687550:63150569","001RB00001VTqUoYAL","a04RB00000kUANwYAO","a0BRB00000ynb5r2AA",
"a0FRB00000Yr46m2AB","MFIW-000438","63150571","反映済み","a00RB00002Am2BpYAJ","63150571","freee_invoice:3687550:63150571","001RB00001VTqlOYAT","a04RB00000kUANmYAO","a0BRB00000ynb5h2AA",
"a0FRB00000Yr46n2AB","MFIW-000439","63150572","反映済み","a00RB00002Am2BqYAJ","63150572","freee_invoice:3687550:63150572","001RB00001VTrmnYAD","a04RB00000kUAO0YAO","a0BRB00000ynb5v2AA",
"a0FRB00000Yr46s2AB","MFIW-000444","63150579","反映済み","a00RB00002Am2BrYAJ","63150579","freee_invoice:3687550:63150579","001RB00001VTqmBYAT","a04RB00000kUAORYA4","a0BRB00000ynb6M2AQ",
"a0FRB00000YrJ2Y2AV","MFIW-000446","63150581","反映済み","a00RB00002Am2BsYAJ","63150581","freee_invoice:3687550:63150581","001RB00001VTqbqYAD","a04RB00000kUAQ6YAO","a0BRB00000ynn5y2AA",
